% AIRS Jan04 fast model fitting results over the 48 training
% profiles at 6 angles.  BT is the mean of the 288 (=48*6)
% BTobs spectra, RMS is the RMS of BTobs-BTcal, and amax is
% the maximum absolute value of BTobs-BTcal.
%
% Scott Hannon, 8 January 2004
%
% ID     freq      BT      RMS    amax
%----  --------  ------  ------  ------
  613   852.718  264.66  0.0171  0.0640
  614   853.026  267.50  0.0133  0.0530
  615   853.334  269.09  0.0087  0.0692
  616   853.642  269.88  0.0081  0.0918
  617   853.950  270.27  0.0076  0.0283
  618   854.259  268.53  0.0108  0.0776
  619   854.567  266.32  0.0173  0.0582
  620   854.877  268.21  0.0116  0.0701
  621   855.186  270.45  0.0065  0.0299
  622   855.495  270.89  0.0039  0.0176
  623   855.805  271.01  0.0029  0.0131
  624   856.115  271.09  0.0022  0.0099
  625   856.426  271.13  0.0018  0.0078
  626   856.736  271.16  0.0015  0.0063
  627   857.047  271.18  0.0013  0.0056
  628   857.358  271.20  0.0013  0.0056
  629   857.669  271.22  0.0013  0.0055
  630   857.981  271.22  0.0019  0.0072
  631   858.292  270.90  0.0051  0.0424
  632   858.605  270.71  0.0073  0.0554
  633   858.917  271.10  0.0069  0.0339
  634   859.229  271.22  0.0029  0.0108
  635   859.542  271.03  0.0038  0.0410
  636   859.855  271.06  0.0036  0.0392
  637   860.168  271.25  0.0025  0.0080
  638   860.482  271.28  0.0010  0.0040
  639   860.795  271.28  0.0011  0.0041
  640   861.109  271.27  0.0010  0.0039
  641   861.424  271.29  0.0008  0.0025
  642   861.738  271.29  0.0008  0.0027
  643   862.053  271.27  0.0008  0.0024
  644   862.368  271.26  0.0008  0.0037
  645   862.683  271.26  0.0008  0.0033
  646   862.998  271.26  0.0008  0.0034
  647   863.314  271.25  0.0009  0.0038
  648   863.630  271.24  0.0011  0.0043
  649   863.946  271.20  0.0014  0.0056
  650   864.263  271.14  0.0021  0.0091
  651   864.579  270.78  0.0088  0.0404
  652   864.896  269.90  0.0083  0.0802
  653   865.214  268.84  0.0110  0.0843
  654   865.531  268.86  0.0116  0.0738
  655   865.849  270.51  0.0063  0.0699
  656   866.167  271.12  0.0027  0.0114
  657   866.485  271.17  0.0014  0.0059
  658   866.803  271.21  0.0010  0.0041
  659   867.122  271.23  0.0009  0.0039
  660   867.441  271.21  0.0009  0.0038
  661   867.760  271.20  0.0008  0.0035
  662   868.080  271.21  0.0008  0.0031
  663   868.399  271.21  0.0007  0.0029
  664   868.719  271.22  0.0007  0.0027
  665   869.040  271.22  0.0008  0.0030
  666   869.360  271.21  0.0008  0.0030
  667   869.681  271.19  0.0009  0.0041
  668   870.002  271.17  0.0009  0.0042
  669   870.323  271.11  0.0012  0.0049
  670   870.645  270.82  0.0026  0.0152
  671   870.966  268.83  0.0087  0.0828
  672   871.288  267.17  0.0116  0.0756
  673   871.611  269.41  0.0077  0.0867
  674   871.933  270.90  0.0020  0.0123
  675   872.256  271.10  0.0012  0.0054
  676   872.579  271.17  0.0010  0.0046
  677   872.902  271.21  0.0010  0.0041
  678   873.226  271.22  0.0009  0.0036
  679   873.550  271.23  0.0008  0.0030
  680   873.874  271.24  0.0007  0.0028
  681   874.198  271.24  0.0008  0.0031
  682   874.523  271.24  0.0008  0.0029
  683   874.847  271.25  0.0007  0.0026
  684   875.173  271.25  0.0008  0.0031
  685   875.498  271.23  0.0008  0.0035
  686   875.823  271.18  0.0012  0.0064
  687   876.149  271.18  0.0011  0.0057
  688   876.476  271.22  0.0008  0.0037
  689   876.802  271.20  0.0008  0.0038
  690   877.129  271.19  0.0009  0.0040
  691   877.455  271.18  0.0011  0.0054
  692   877.782  271.07  0.0019  0.0096
  693   878.110  270.35  0.0066  0.0859
  694   878.438  268.30  0.0106  0.0838
  695   878.766  268.42  0.0091  0.0825
  696   879.094  270.25  0.0043  0.0285
  697   879.422  271.04  0.0017  0.0083
  698   879.751  271.22  0.0011  0.0053
  699   880.080  271.23  0.0009  0.0044
  700   880.409  271.18  0.0009  0.0044
  701   880.739  270.77  0.0059  0.0296
  702   881.069  270.16  0.0043  0.0641
  703   881.399  270.63  0.0071  0.0344
  704   881.729  271.10  0.0009  0.0043
  705   882.059  271.12  0.0010  0.0047
  706   882.390  271.08  0.0016  0.0070
  707   882.722  270.87  0.0074  0.0248
  708   883.053  270.49  0.0076  0.0900
  709   883.385  270.27  0.0127  0.0612
  710   883.716  268.88  0.0102  0.0922
  711   884.048  269.22  0.0093  0.0877
  712   884.381  270.73  0.0047  0.0307
  713   884.714  270.99  0.0016  0.0081
  714   885.047  271.02  0.0011  0.0045
  715   885.380  271.06  0.0010  0.0042
  716   885.713  271.09  0.0010  0.0048
  717   886.047  271.05  0.0010  0.0040
  718   886.381  270.95  0.0011  0.0049
  719   886.715  270.36  0.0085  0.0358
  720   887.050  267.50  0.0088  0.0740
  721   887.385  267.56  0.0087  0.0764
  722   887.720  270.17  0.0106  0.0403
  723   888.055  270.74  0.0027  0.0110
  724   888.391  269.92  0.0093  0.0932
  725   888.727  269.62  0.0106  0.0956
  726   889.063  270.62  0.0101  0.0485
  727   889.400  271.00  0.0023  0.0102
  728   889.736  270.80  0.0060  0.0207
  729   890.073  270.47  0.0067  0.0867
  730   890.410  270.75  0.0067  0.0223
  731   890.748  271.00  0.0021  0.0095
  732   891.086  270.47  0.0058  0.0684
  733   891.424  270.34  0.0063  0.0727
  734   891.762  270.96  0.0031  0.0122
  735   892.101  271.14  0.0009  0.0041
  736   892.440  271.18  0.0008  0.0035
  737   892.779  271.22  0.0008  0.0032
  738   893.118  271.22  0.0007  0.0027
  739   893.458  271.24  0.0007  0.0023
  740   893.798  271.26  0.0005  0.0021
  741   894.138  271.27  0.0006  0.0020
  742   894.479  271.27  0.0006  0.0022
  743   894.820  271.25  0.0007  0.0022
  744   895.161  271.21  0.0007  0.0027
  745   895.502  271.13  0.0008  0.0035
  746   895.844  270.96  0.0012  0.0056
  747   896.185  270.85  0.0026  0.0099
  748   896.528  271.04  0.0040  0.0149
  749   896.870  271.30  0.0022  0.0079
  750   897.213  271.34  0.0021  0.0096
  751   897.556  271.08  0.0076  0.0253
  752   897.899  271.09  0.0065  0.0226
  753   898.243  271.32  0.0017  0.0073
  754   898.587  271.37  0.0010  0.0040
  755   898.931  271.39  0.0010  0.0036
  756   899.275  271.42  0.0010  0.0032
  757   899.620  271.44  0.0007  0.0024
  758   899.965  271.44  0.0005  0.0018
  759   900.310  271.42  0.0007  0.0026
  760   900.655  271.43  0.0007  0.0026
  761   901.001  271.45  0.0007  0.0024
  762   901.347  271.46  0.0006  0.0020
  763   901.694  271.46  0.0006  0.0021
  764   902.040  271.42  0.0009  0.0042
  765   902.387  271.39  0.0017  0.0074
  766   902.734  271.41  0.0019  0.0080
  767   903.082  271.44  0.0012  0.0046
  768   903.429  271.44  0.0008  0.0026
  769   903.777  271.42  0.0009  0.0032
  770   911.236  271.07  0.0028  0.0107
  771   911.590  271.07  0.0016  0.0070
  772   911.945  271.06  0.0014  0.0058
  773   912.301  271.04  0.0014  0.0055
  774   912.656  271.06  0.0011  0.0045
  775   913.012  271.04  0.0015  0.0058
  776   913.368  270.99  0.0025  0.0097
  777   913.725  270.55  0.0068  0.0792
  778   914.082  270.38  0.0084  0.1006
  779   914.439  270.77  0.0062  0.0866
  780   914.796  270.89  0.0045  0.0609
  781   915.154  271.01  0.0025  0.0093
  782   915.512  271.03  0.0013  0.0050
  783   915.870  271.04  0.0012  0.0042
  784   916.229  271.06  0.0012  0.0043
  785   916.588  271.05  0.0016  0.0057
  786   916.947  271.09  0.0013  0.0048
  787   917.306  271.08  0.0012  0.0049
  788   917.666  271.09  0.0013  0.0054
  789   918.026  270.95  0.0045  0.0186
  790   918.386  270.40  0.0079  0.0922
  791   918.747  270.58  0.0060  0.0714
  792   919.108  271.01  0.0020  0.0088
  793   919.469  270.98  0.0013  0.0054
  794   919.830  271.00  0.0013  0.0057
  795   920.192  271.13  0.0014  0.0061
  796   920.554  271.01  0.0023  0.0091
  797   920.917  270.58  0.0053  0.0207
  798   921.279  269.87  0.0088  0.1176
  799   921.642  269.38  0.0154  0.0768
  800   922.005  268.18  0.0136  0.1197
  801   922.369  268.63  0.0125  0.1110
  802   922.733  269.80  0.0050  0.0226
  803   923.097  270.08  0.0034  0.0144
  804   923.461  271.00  0.0018  0.0080
  805   923.826  271.33  0.0012  0.0056
  806   924.191  271.21  0.0013  0.0065
  807   924.556  270.42  0.0073  0.1056
  808   924.922  268.75  0.0106  0.1276
  809   925.288  269.54  0.0093  0.1278
  810   925.654  270.88  0.0020  0.0092
  811   926.020  271.08  0.0011  0.0052
  812   926.387  271.13  0.0010  0.0042
  813   926.755  270.97  0.0019  0.0074
  814   927.122  270.85  0.0025  0.0087
  815   927.490  271.02  0.0013  0.0050
  816   927.858  271.08  0.0011  0.0044
  817   928.226  271.02  0.0019  0.0076
  818   928.594  270.71  0.0070  0.0279
  819   928.963  270.41  0.0112  0.0419
  820   929.333  270.77  0.0063  0.0250
  821   929.702  271.04  0.0015  0.0063
  822   930.072  271.06  0.0013  0.0053
  823   930.442  271.06  0.0013  0.0056
  824   930.812  270.78  0.0029  0.0117
  825   931.183  270.82  0.0030  0.0112
  826   931.554  271.16  0.0017  0.0066
  827   931.926  271.24  0.0026  0.0094
  828   932.297  271.28  0.0035  0.0124
  829   932.669  271.03  0.0054  0.0194
  830   933.041  270.86  0.0052  0.0524
  831   933.414  271.32  0.0065  0.0207
  832   933.787  271.54  0.0015  0.0049
  833   934.160  271.59  0.0011  0.0040
  834   934.533  271.34  0.0026  0.0098
  835   934.907  271.04  0.0045  0.0174
  836   935.281  271.44  0.0025  0.0093
  837   935.656  271.75  0.0009  0.0033
  838   936.030  271.77  0.0012  0.0043
  839   936.405  271.52  0.0028  0.0106
  840   936.780  271.09  0.0055  0.0224
  841   937.156  271.42  0.0057  0.0202
  842   937.532  271.77  0.0040  0.0130
  843   937.908  271.84  0.0023  0.0079
  844   938.285  271.54  0.0036  0.0130
  845   938.662  271.01  0.0062  0.0239
  846   939.039  271.43  0.0039  0.0151
  847   939.416  271.89  0.0012  0.0046
  848   939.794  271.89  0.0013  0.0056
  849   940.172  271.46  0.0045  0.0179
  850   940.550  270.79  0.0084  0.0333
  851   940.929  270.96  0.0111  0.0401
  852   941.308  271.50  0.0080  0.0275
  853   941.688  271.86  0.0020  0.0078
  854   942.067  271.27  0.0056  0.0212
  855   942.447  270.83  0.0082  0.0317
  856   942.827  271.62  0.0033  0.0105
  857   943.208  271.93  0.0013  0.0046
  858   943.589  271.86  0.0021  0.0077
  859   943.970  270.88  0.0089  0.0328
  860   944.352  270.69  0.0100  0.0373
  861   944.734  271.31  0.0110  0.0359
  862   945.116  271.58  0.0088  0.0309
  863   945.498  271.64  0.0035  0.0113
  864   945.881  270.71  0.0095  0.0367
  865   946.264  271.01  0.0072  0.0278
  866   946.648  271.71  0.0018  0.0085
  867   947.031  271.77  0.0017  0.0081
  868   947.415  271.01  0.0079  0.0299
  869   947.800  269.46  0.0135  0.0983
  870   948.184  268.09  0.0145  0.1097
  871   948.569  269.58  0.0131  0.1577
  872   948.955  271.42  0.0034  0.0150
  873   949.340  270.63  0.0093  0.0365
  874   949.726  270.92  0.0084  0.0302
  875   950.113  271.89  0.0020  0.0070
  876   950.499  271.94  0.0020  0.0064
  877   950.886  271.14  0.0067  0.0244
  878   951.273  270.72  0.0089  0.0343
  879   951.661  271.64  0.0035  0.0103
  880   952.049  271.97  0.0021  0.0064
  881   952.437  271.61  0.0039  0.0128
  882   952.825  270.61  0.0094  0.0357
  883   953.214  270.27  0.0128  0.1209
  884   953.604  271.11  0.0118  0.1470
  885   953.993  271.65  0.0051  0.0195
  886   954.383  270.92  0.0072  0.0276
  887   954.773  270.82  0.0076  0.0241
  888   955.163  270.71  0.0109  0.1512
  889   955.554  270.71  0.0174  0.0754
  890   955.945  270.89  0.0094  0.0326
  891   956.337  271.19  0.0068  0.0222
  892   956.729  271.91  0.0051  0.0155
  893   957.121  272.03  0.0051  0.0165
  894   957.513  271.64  0.0057  0.0178
  895   957.906  271.46  0.0066  0.0204
  896   958.299  271.92  0.0070  0.0209
  897   958.692  271.97  0.0087  0.0273
  898   959.086  271.52  0.0140  0.0403
  899   959.480  271.28  0.0112  0.0362
  900   959.875  271.68  0.0077  0.0275
  901   960.269  271.95  0.0084  0.0229
  902   960.664  271.99  0.0086  0.0253
  903   961.060  272.00  0.0066  0.0204
  904   961.455  271.90  0.0062  0.0193
  905   961.851  271.83  0.0066  0.0234
  906   962.248  271.99  0.0058  0.0182
  907   962.644  272.04  0.0054  0.0197
  908   963.041  271.66  0.0055  0.0169
  909   963.439  271.65  0.0059  0.0183
  910   963.836  272.00  0.0052  0.0165
  911   964.234  271.91  0.0059  0.0206
  912   964.633  271.30  0.0063  0.0244
  913   965.031  271.45  0.0056  0.0194
  914   965.431  271.85  0.0061  0.0232
  915   965.830  271.28  0.0080  0.0334
  916   966.230  270.77  0.0087  0.0311
  917   966.629  271.05  0.0104  0.0323
  918   967.030  271.36  0.0102  0.0340
  919   967.431  271.02  0.0062  0.0232
  920   967.831  270.91  0.0084  0.0280
  921   968.233  271.78  0.0048  0.0122
  922   968.635  271.71  0.0051  0.0177
  923   969.037  270.76  0.0077  0.0297
  924   969.439  271.13  0.0062  0.0221
  925   969.842  271.85  0.0076  0.0310
  926   970.245  270.91  0.0125  0.0460
  927   970.648  270.50  0.0144  0.0573
  928   971.052  271.05  0.0097  0.0353
  929   971.456  270.46  0.0149  0.0541
  930   971.860  270.05  0.0143  0.0456
  931   972.265  271.00  0.0079  0.0359
  932   972.670  271.68  0.0091  0.0387
  933   973.076  270.38  0.0136  0.0503
  934   973.481  269.74  0.0129  0.1217
  935   973.887  270.54  0.0168  0.0697
  936   974.294  270.51  0.0118  0.0443
  937   973.818  270.37  0.0177  0.0709
  938   974.225  270.59  0.0126  0.0437
  939   974.631  270.50  0.0119  0.0537
  940   975.039  271.26  0.0102  0.0462
  941   975.446  271.09  0.0126  0.1068
  942   975.854  269.19  0.0210  0.1543
  943   976.262  270.00  0.0184  0.1197
  944   976.670  271.47  0.0117  0.0475
  945   977.079  270.29  0.0149  0.0715
  946   977.488  270.08  0.0150  0.0632
  947   977.898  271.28  0.0167  0.0804
  948   978.308  270.84  0.0156  0.0647
  949   978.718  270.77  0.0205  0.0877
  950   979.128  271.38  0.0219  0.0907
  951   979.539  271.02  0.0153  0.0661
  952   979.950  271.06  0.0166  0.0733
  953   980.362  271.36  0.0225  0.1051
  954   980.774  270.85  0.0232  0.1042
  955   981.186  270.90  0.0230  0.0989
  956   981.599  270.99  0.0273  0.1321
  957   982.011  270.66  0.0273  0.1291
  958   982.425  271.14  0.0214  0.0861
  959   982.838  271.25  0.0232  0.1121
  960   983.252  270.75  0.0332  0.1792
  961   983.667  270.84  0.0326  0.1715
  962   984.081  270.70  0.0302  0.1524
  963   984.496  270.35  0.0386  0.1996
  964   984.912  270.77  0.0373  0.2052
  965   985.327  271.04  0.0264  0.1276
  966   985.743  270.76  0.0366  0.1959
  967   986.160  270.55  0.0375  0.1937
  968   986.576  270.52  0.0364  0.1828
  969   986.993  270.48  0.0392  0.1883
  970   987.411  270.12  0.0438  0.2764
  971   987.829  270.36  0.0400  0.2255
  972   988.247  270.80  0.0369  0.1931
  973   988.665  270.15  0.0404  0.2506
  974   989.084  269.57  0.0496  0.3244
  975   989.503  270.00  0.0446  0.2566
  976   989.923  269.71  0.0494  0.3527
  977   990.343  269.29  0.0562  0.4185
  978   990.763  270.14  0.0418  0.2405
  979   991.183  270.03  0.0410  0.2433
  980   991.604  268.76  0.0437  0.2696
  981   992.026  268.79  0.0425  0.2418
  982   992.447  269.36  0.0499  0.3492
  983   992.869  268.30  0.0439  0.2284
  984   993.292  268.76  0.0433  0.2553
  985   993.714  269.74  0.0433  0.2693
  986   994.137  267.92  0.0406  0.1685
  987   994.561  267.22  0.0423  0.1883
  988   994.984  268.63  0.0457  0.2899
  989   995.409  267.15  0.0463  0.1872
  990   995.833  267.31  0.0443  0.1850
  991   996.258  269.14  0.0480  0.3278
  992   996.683  267.45  0.0452  0.1750
  993   997.109  266.03  0.0549  0.2644
  994   997.535  267.36  0.0396  0.1624
  995   997.961  265.93  0.0547  0.2594
  996   998.388  265.67  0.0557  0.2616
  997   998.814  267.36  0.0332  0.1274
  998   999.242  265.43  0.0518  0.2453
  999   999.669  263.62  0.0626  0.2396
 1000  1000.098  265.00  0.0487  0.2166
 1001  1000.526  264.02  0.0559  0.1924
 1002  1000.955  264.19  0.0563  0.2475
 1003  1001.384  266.23  0.0450  0.2106
 1004  1001.813  264.31  0.0647  0.2509
 1005  1002.243  262.76  0.0707  0.2440
 1006  1002.674  263.90  0.0583  0.2403
 1007  1003.104  262.43  0.0597  0.1979
 1008  1003.535  262.31  0.0542  0.2002
 1009  1003.966  263.29  0.0520  0.2097
 1010  1004.398  261.39  0.0625  0.1849
 1011  1004.830  260.69  0.0644  0.1756
 1012  1005.263  261.42  0.0591  0.1764
 1013  1005.695  260.07  0.0562  0.1522
 1014  1006.129  260.54  0.0492  0.1387
 1015  1006.562  261.32  0.0585  0.1772
 1016  1006.996  258.74  0.0764  0.2369
 1017  1007.430  258.41  0.0668  0.2062
 1018  1007.865  259.45  0.0546  0.1736
 1019  1008.300  258.78  0.0608  0.1879
 1020  1008.735  259.59  0.0697  0.2026
 1021  1009.171  258.60  0.0794  0.2653
 1022  1009.607  255.89  0.0881  0.3651
 1023  1010.044  255.76  0.0830  0.3291
 1024  1010.480  255.50  0.0683  0.2467
 1025  1010.918  255.25  0.0782  0.3184
 1026  1011.355  256.78  0.0724  0.2456
 1027  1011.793  254.08  0.0797  0.3162
 1028  1012.231  253.01  0.0681  0.2712
 1029  1012.670  255.57  0.0522  0.2053
 1030  1013.109  254.76  0.0549  0.2333
 1031  1013.549  254.45  0.0628  0.2579
 1032  1013.988  252.35  0.0652  0.3051
 1033  1014.429  249.93  0.0761  0.2897
 1034  1014.869  252.89  0.0690  0.2920
 1035  1015.310  253.54  0.0642  0.2899
 1036  1015.751  252.99  0.0659  0.3227
 1037  1016.193  251.72  0.0598  0.3377
 1038  1016.635  249.93  0.0620  0.3335
 1039  1017.078  251.71  0.0513  0.2603
 1040  1017.520  250.78  0.0643  0.3420
 1041  1017.964  248.93  0.0732  0.3920
 1042  1018.407  248.63  0.0645  0.3398
 1043  1018.851  247.32  0.0616  0.3267
 1044  1019.296  249.82  0.0550  0.3049
 1045  1019.740  249.79  0.0553  0.3056
 1046  1020.185  247.67  0.0580  0.3440
 1047  1020.631  247.05  0.0710  0.3161
 1048  1021.077  246.30  0.0736  0.3675
 1049  1021.523  248.36  0.0695  0.3636
 1050  1021.969  248.15  0.0724  0.3440
 1051  1022.416  246.97  0.0771  0.4390
 1052  1022.864  246.23  0.0750  0.4148
 1053  1023.312  246.87  0.0849  0.4385
 1054  1023.760  247.93  0.0849  0.3859
 1055  1024.208  247.00  0.1014  0.3614
 1056  1024.657  245.93  0.1001  0.4165
 1057  1025.106  245.51  0.0991  0.4095
 1058  1025.556  247.68  0.1122  0.4078
 1059  1026.006  247.83  0.1044  0.3653
 1060  1026.457  246.99  0.1191  0.3904
 1061  1026.907  245.40  0.1158  0.4957
 1062  1027.359  246.01  0.1238  0.4954
 1063  1027.810  247.23  0.1204  0.3786
 1064  1028.262  246.59  0.1104  0.3212
 1065  1028.714  245.22  0.1201  0.3546
 1066  1029.167  244.63  0.1332  0.4696
 1067  1029.620  246.92  0.1325  0.4076
 1068  1030.074  248.26  0.1174  0.3568
 1069  1030.528  248.31  0.1325  0.4367
 1070  1030.982  246.16  0.1388  0.3954
 1071  1031.437  246.50  0.1128  0.4261
 1072  1031.892  247.73  0.0941  0.3914
 1073  1032.348  247.71  0.0928  0.3378
 1074  1032.803  245.35  0.1023  0.3788
 1075  1033.260  245.78  0.0976  0.3754
 1076  1033.716  247.07  0.0796  0.3267
 1077  1034.173  246.53  0.0799  0.3594
 1078  1034.631  244.78  0.0921  0.4487
 1079  1035.089  243.53  0.0752  0.3381
 1080  1035.547  244.74  0.0561  0.2549
 1081  1036.005  244.47  0.0689  0.3365
 1082  1036.464  242.41  0.0737  0.3740
 1083  1036.924  241.52  0.0618  0.3173
 1084  1037.384  241.79  0.0667  0.3159
 1085  1037.844  241.67  0.0673  0.3367
 1086  1038.305  240.26  0.0658  0.3762
 1087  1038.766  239.65  0.0669  0.3654
 1088  1039.227  239.19  0.0810  0.3556
 1089  1039.689  237.73  0.0751  0.3425
 1090  1040.151  238.23  0.0868  0.3699
 1091  1040.614  238.00  0.1007  0.4066
 1092  1041.077  237.51  0.1090  0.3865
 1093  1041.540  240.70  0.1476  0.4988
 1094  1042.004  253.37  0.1419  0.4366
 1095  1042.468  262.61  0.0486  0.1200
 1096  1042.932  264.03  0.0358  0.1240
 1097  1043.397  264.36  0.0350  0.1254
 1098  1043.863  264.98  0.0397  0.1128
 1099  1044.329  260.27  0.0735  0.1865
 1100  1044.795  254.89  0.0965  0.3048
 1101  1045.261  256.45  0.0818  0.2430
 1102  1045.729  253.45  0.1042  0.3107
 1103  1046.196  247.68  0.1231  0.3510
 1104  1056.075  238.17  0.1175  0.3706
 1105  1056.551  241.45  0.1175  0.6484
 1106  1057.027  242.42  0.1211  0.5545
 1107  1057.504  242.86  0.1275  0.5573
 1108  1057.981  244.29  0.1254  0.6074
 1109  1058.459  242.72  0.1193  0.6275
 1110  1058.936  243.62  0.0792  0.4663
 1111  1059.415  243.67  0.0715  0.4048
 1112  1059.893  242.34  0.0732  0.3988
 1113  1060.373  243.03  0.0871  0.4622
 1114  1060.852  244.93  0.0778  0.4124
 1115  1061.332  245.32  0.0857  0.4399
 1116  1061.812  247.79  0.0834  0.3355
 1117  1062.293  248.57  0.0987  0.3533
 1118  1062.774  251.67  0.1177  0.3638
 1119  1063.256  252.84  0.1123  0.3664
 1120  1063.738  254.03  0.1099  0.3410
 1121  1064.220  256.43  0.0996  0.2593
 1122  1064.703  256.43  0.0927  0.2701
 1123  1065.186  259.20  0.0797  0.2624
 1124  1065.670  258.35  0.1158  0.3800
 1125  1066.154  257.44  0.1355  0.4589
 1126  1066.639  260.70  0.0943  0.3338
 1127  1067.124  263.57  0.0612  0.2063
 1128  1067.609  264.99  0.0530  0.1899
 1129  1068.095  265.86  0.0366  0.1593
 1130  1068.581  265.23  0.0266  0.1342
 1131  1069.068  265.99  0.0264  0.1306
 1132  1069.554  268.71  0.0427  0.2892
 1133  1070.042  268.91  0.0335  0.2392
 1134  1070.530  268.57  0.0320  0.2271
 1135  1071.018  269.76  0.0277  0.1849
 1136  1071.507  269.64  0.0227  0.1453
 1137  1071.996  269.22  0.0234  0.1206
 1138  1072.485  269.86  0.0201  0.0815
 1139  1072.975  269.20  0.0241  0.0944
 1140  1073.466  269.26  0.0253  0.1155
 1141  1073.957  268.83  0.0186  0.1321
 1142  1074.448  265.68  0.0509  0.2930
 1143  1074.940  266.45  0.0489  0.1578
 1144  1075.432  269.27  0.0154  0.0824
 1145  1075.924  269.13  0.0235  0.1145
 1146  1076.417  269.79  0.0195  0.1013
 1147  1076.911  269.92  0.0166  0.0745
 1148  1077.404  269.43  0.0183  0.0738
 1149  1077.899  270.30  0.0089  0.0364
 1150  1078.393  269.75  0.0189  0.0721
 1151  1078.888  269.93  0.0165  0.0649
 1152  1079.384  270.30  0.0118  0.0486
 1153  1079.880  269.50  0.0156  0.0648
 1154  1080.376  269.93  0.0100  0.0381
 1155  1080.873  268.48  0.0208  0.0803
 1156  1081.370  268.03  0.0195  0.0780
 1157  1081.868  269.62  0.0106  0.0450
 1158  1082.366  269.96  0.0123  0.0478
 1159  1082.865  270.37  0.0083  0.0340
 1160  1083.364  270.05  0.0114  0.0461
 1161  1083.863  270.18  0.0091  0.0351
 1162  1084.363  269.96  0.0077  0.0314
 1163  1084.863  269.84  0.0148  0.0723
 1164  1085.364  269.70  0.0161  0.0601
 1165  1085.865  269.59  0.0106  0.0361
 1166  1086.367  270.20  0.0065  0.0367
 1167  1086.869  269.92  0.0074  0.0414
 1168  1087.371  269.41  0.0091  0.0594
 1169  1087.874  269.49  0.0139  0.0643
 1170  1088.378  270.01  0.0114  0.0455
 1171  1088.881  270.22  0.0059  0.0324
 1172  1089.386  270.22  0.0068  0.0377
 1173  1089.890  270.19  0.0086  0.0345
 1174  1090.395  270.09  0.0127  0.0537
 1175  1090.901  268.07  0.0272  0.2777
 1176  1091.407  267.74  0.0273  0.2651
 1177  1091.913  269.93  0.0209  0.0941
 1178  1092.420  270.46  0.0081  0.0423
 1179  1092.928  270.49  0.0062  0.0360
 1180  1093.435  270.48  0.0056  0.0337
 1181  1093.944  270.31  0.0060  0.0398
 1182  1094.452  269.93  0.0077  0.0535
 1183  1094.961  270.02  0.0083  0.0543
 1184  1095.471  270.62  0.0059  0.0353
 1185  1095.981  270.85  0.0043  0.0268
 1186  1096.491  270.75  0.0049  0.0311
 1187  1097.002  270.79  0.0053  0.0292
 1188  1097.514  270.77  0.0050  0.0302
 1189  1098.025  270.54  0.0060  0.0366
 1190  1098.538  270.35  0.0071  0.0391
 1191  1099.050  269.53  0.0231  0.2409
 1192  1099.563  267.70  0.0255  0.2480
 1193  1100.077  268.44  0.0268  0.2651
 1194  1100.591  270.00  0.0115  0.0508
 1195  1101.106  268.22  0.0366  0.3978
 1196  1101.621  267.21  0.0635  0.5319
 1197  1102.136  269.04  0.0238  0.0941
 1198  1102.652  270.42  0.0054  0.0271
 1199  1103.168  270.75  0.0046  0.0258
 1200  1103.685  270.51  0.0058  0.0348
 1201  1104.202  270.65  0.0055  0.0315
 1202  1104.720  270.94  0.0046  0.0233
 1203  1105.238  270.71  0.0064  0.0314
 1204  1105.756  270.43  0.0100  0.0563
 1205  1106.276  268.02  0.0232  0.2029
 1206  1106.795  266.23  0.0225  0.1495
 1207  1107.315  268.71  0.0309  0.3507
 1208  1107.835  270.47  0.0097  0.0527
 1209  1108.356  270.75  0.0072  0.0319
 1210  1108.878  270.92  0.0063  0.0232
 1211  1109.399  271.18  0.0066  0.0254
 1212  1109.922  271.03  0.0059  0.0265
 1213  1110.444  270.42  0.0076  0.0384
 1214  1110.968  267.95  0.0321  0.2028
 1215  1111.491  265.90  0.0301  0.1662
 1216  1112.015  268.53  0.0239  0.2222
 1217  1112.540  270.66  0.0095  0.0451
 1218  1113.065  270.69  0.0104  0.0382
 1219  1113.590  270.78  0.0087  0.0347
 1220  1114.116  270.96  0.0072  0.0284
 1221  1114.643  270.81  0.0094  0.0361
 1222  1115.170  270.53  0.0135  0.0550
 1223  1115.697  271.01  0.0090  0.0334
 1224  1116.225  271.13  0.0061  0.0212
 1225  1116.753  270.29  0.0149  0.0710
 1226  1117.282  270.27  0.0193  0.0804
 1227  1117.811  270.49  0.0195  0.1053
 1228  1118.341  270.49  0.0110  0.0391
 1229  1118.871  269.86  0.0140  0.0560
 1230  1119.402  270.00  0.0154  0.0689
 1231  1119.933  270.88  0.0103  0.0453
 1232  1120.464  268.41  0.0680  0.3574
 1233  1120.996  264.23  0.0710  0.2351
 1234  1121.529  266.44  0.0463  0.2315
 1235  1122.062  269.58  0.0235  0.0849
 1236  1122.595  270.15  0.0171  0.0739
 1237  1123.129  271.12  0.0085  0.0343
 1238  1123.664  270.27  0.0130  0.0528
 1239  1124.199  269.69  0.0158  0.0710
 1240  1124.734  270.20  0.0101  0.0382
 1241  1125.270  270.38  0.0112  0.0524
 1242  1125.806  270.16  0.0165  0.0818
 1243  1126.343  270.77  0.0113  0.0414
 1244  1126.880  270.96  0.0095  0.0358
 1245  1127.418  270.44  0.0139  0.0606
 1246  1127.956  270.88  0.0124  0.0461
 1247  1128.495  271.14  0.0100  0.0367
