% AIRS Jan04 fast model fitting results over the 48 training
% profiles at 6 angles.  BT is the mean of the 288 (=48*6)
% BTobs spectra, RMS is the RMS of BTobs-BTcal, and amax is
% the maximum absolute value of BTobs-BTcal.
%
% Scott Hannon, 8 January 2004
%
% ID     freq      BT      RMS    amax
%----  --------  ------  ------  ------
 1248  1129.034  270.64  0.0116  0.0421
 1249  1129.574  270.73  0.0099  0.0322
 1250  1130.114  270.55  0.0103  0.0316
 1251  1130.655  270.28  0.0100  0.0354
 1252  1131.196  270.36  0.0093  0.0338
 1253  1131.738  270.63  0.0105  0.0392
 1254  1132.280  270.78  0.0118  0.0436
 1255  1132.822  270.83  0.0109  0.0410
 1256  1133.365  270.69  0.0108  0.0400
 1257  1133.909  270.23  0.0128  0.0591
 1258  1134.453  269.99  0.0156  0.0990
 1259  1134.997  267.46  0.0351  0.1619
 1260  1135.542  261.86  0.0364  0.1754
 1261  1136.088  263.34  0.0323  0.1523
 1262  1136.634  267.46  0.0348  0.1260
 1263  1216.974  270.76  0.0100  0.0361
 1264  1217.481  269.60  0.0168  0.0573
 1265  1217.988  265.53  0.0227  0.0799
 1266  1218.496  261.34  0.0271  0.1039
 1267  1219.004  264.95  0.0240  0.1298
 1268  1219.513  267.78  0.0347  0.1182
 1269  1220.022  267.61  0.0396  0.1119
 1270  1220.531  267.32  0.0277  0.2557
 1271  1221.041  267.53  0.0256  0.2749
 1272  1221.552  267.75  0.0408  0.4054
 1273  1222.063  267.73  0.0458  0.1399
 1274  1222.574  268.32  0.0364  0.1170
 1275  1223.085  268.47  0.0270  0.0779
 1276  1223.597  268.56  0.0261  0.0768
 1277  1224.110  267.40  0.0230  0.0981
 1278  1224.623  262.05  0.0266  0.1016
 1279  1225.136  256.13  0.0251  0.0812
 1280  1225.650  260.50  0.0310  0.1132
 1281  1226.164  266.53  0.0367  0.2471
 1282  1226.679  269.07  0.0229  0.0860
 1283  1227.194  270.35  0.0191  0.0795
 1284  1227.709  271.30  0.0056  0.0212
 1285  1228.225  270.46  0.0152  0.0551
 1286  1228.742  267.71  0.0334  0.0948
 1287  1229.258  265.84  0.0491  0.1861
 1288  1229.776  265.23  0.0384  0.1336
 1289  1230.293  266.60  0.0322  0.1048
 1290  1230.811  270.59  0.0199  0.0747
 1291  1231.330  271.91  0.0041  0.0141
 1292  1231.849  271.85  0.0037  0.0119
 1293  1232.368  271.51  0.0057  0.0234
 1294  1232.888  270.38  0.0162  0.0564
 1295  1233.408  269.12  0.0329  0.1064
 1296  1233.929  270.48  0.0204  0.0764
 1297  1234.450  271.69  0.0045  0.0152
 1298  1234.971  271.53  0.0048  0.0187
 1299  1235.493  268.87  0.0517  0.1752
 1300  1236.016  263.75  0.0460  0.1464
 1301  1236.538  262.90  0.0391  0.1159
 1302  1237.062  261.95  0.0642  0.2161
 1303  1237.585  264.38  0.0525  0.1695
 1304  1238.110  267.06  0.0244  0.0733
 1305  1238.634  265.37  0.0283  0.0952
 1306  1239.159  265.31  0.0325  0.1161
 1307  1239.685  267.19  0.0151  0.1416
 1308  1240.211  267.68  0.0153  0.1975
 1309  1240.737  264.99  0.0263  0.0722
 1310  1241.264  264.78  0.0251  0.0778
 1311  1241.791  265.18  0.0314  0.1173
 1312  1242.319  263.09  0.0330  0.1810
 1313  1242.847  261.37  0.0300  0.1272
 1314  1243.375  259.82  0.0340  0.1133
 1315  1243.904  255.35  0.0623  0.2245
 1316  1244.434  256.17  0.0569  0.2121
 1317  1244.964  258.82  0.0632  0.2328
 1318  1245.494  258.97  0.0332  0.1025
 1319  1246.025  261.33  0.0285  0.0789
 1320  1246.556  263.10  0.0230  0.0765
 1321  1247.088  265.26  0.0254  0.0675
 1322  1247.620  259.11  0.0402  0.1718
 1323  1248.152  259.51  0.0402  0.1165
 1324  1248.685  265.80  0.0146  0.1041
 1325  1249.219  264.16  0.0309  0.0838
 1326  1249.753  261.03  0.0317  0.0964
 1327  1250.287  264.16  0.0230  0.0647
 1328  1250.822  266.23  0.0139  0.1207
 1329  1251.357  264.66  0.0115  0.1089
 1330  1251.893  263.91  0.0135  0.1467
 1331  1252.429  263.10  0.0142  0.1556
 1332  1252.965  260.05  0.0280  0.2406
 1333  1253.503  250.88  0.0505  0.1679
 1334  1254.040  253.84  0.0309  0.0905
 1335  1254.578  258.38  0.0214  0.0667
 1336  1255.116  258.22  0.0244  0.0782
 1337  1255.655  262.94  0.0149  0.0669
 1338  1256.195  260.53  0.0179  0.0581
 1339  1256.734  257.85  0.0275  0.0887
 1340  1257.275  261.44  0.0133  0.0401
 1341  1257.815  261.86  0.0164  0.1006
 1342  1258.357  258.76  0.0213  0.0711
 1343  1258.898  255.09  0.0390  0.1536
 1344  1259.440  245.80  0.0506  0.1609
 1345  1259.983  237.45  0.2012  0.7362
 1346  1260.526  238.98  0.1899  0.6665
 1347  1261.069  247.38  0.0296  0.1030
 1348  1261.613  250.20  0.0240  0.0797
 1349  1262.157  250.46  0.0333  0.1114
 1350  1262.702  252.92  0.0233  0.0731
 1351  1263.247  250.02  0.0295  0.0876
 1352  1263.793  252.25  0.0252  0.0915
 1353  1264.339  255.98  0.0252  0.1014
 1354  1264.886  252.71  0.0664  0.1908
 1355  1265.433  245.78  0.0570  0.2276
 1356  1265.981  248.11  0.0399  0.1634
 1357  1266.529  252.77  0.0255  0.0934
 1358  1267.077  252.65  0.0326  0.1179
 1359  1267.626  244.98  0.0829  0.3202
 1360  1268.176  240.16  0.0312  0.1148
 1361  1268.726  241.63  0.0257  0.0779
 1362  1269.276  244.44  0.0563  0.2284
 1363  1269.827  244.45  0.0581  0.2202
 1364  1270.378  241.78  0.0933  0.3029
 1365  1270.930  237.74  0.0461  0.1439
 1366  1271.482  232.50  0.1504  0.4897
 1367  1272.035  240.12  0.1204  0.3830
 1368  1272.588  248.37  0.0191  0.0575
 1369  1284.348  255.37  0.0232  0.0732
 1370  1284.911  261.54  0.0161  0.0571
 1371  1285.475  261.44  0.0080  0.0462
 1372  1286.039  257.36  0.0323  0.1120
 1373  1286.604  254.96  0.0424  0.1096
 1374  1287.169  248.29  0.0677  0.2570
 1375  1287.735  238.52  0.0928  0.4340
 1376  1288.301  237.20  0.0740  0.3074
 1377  1288.868  243.01  0.1109  0.4612
 1378  1289.435  249.22  0.0430  0.1412
 1379  1290.003  251.40  0.0396  0.1734
 1380  1290.571  252.41  0.0391  0.1366
 1381  1291.140  253.56  0.0258  0.0752
 1382  1291.709  254.41  0.0194  0.0696
 1383  1292.278  250.03  0.0286  0.0712
 1384  1292.848  246.22  0.0307  0.1207
 1385  1293.419  248.89  0.0252  0.1036
 1386  1293.990  246.35  0.0330  0.1222
 1387  1294.561  242.91  0.0362  0.1458
 1388  1295.133  242.38  0.0262  0.0967
 1389  1295.706  245.12  0.0238  0.1237
 1390  1296.279  245.46  0.0577  0.1968
 1391  1296.853  241.25  0.1401  0.5435
 1392  1297.427  237.20  0.0735  0.2881
 1393  1298.001  240.61  0.0279  0.0877
 1394  1298.576  248.96  0.0247  0.0898
 1395  1299.151  247.67  0.0226  0.0657
 1396  1299.727  238.52  0.0369  0.1215
 1397  1300.304  241.08  0.0343  0.1054
 1398  1300.881  244.18  0.0269  0.0825
 1399  1301.458  235.86  0.0343  0.1093
 1400  1302.036  233.91  0.0263  0.0786
 1401  1302.615  234.50  0.0267  0.0866
 1402  1303.194  228.41  0.0335  0.1097
 1403  1303.773  226.25  0.0299  0.0955
 1404  1304.353  225.39  0.0285  0.0968
 1405  1304.934  223.61  0.0302  0.1021
 1406  1305.515  222.29  0.0433  0.1670
 1407  1306.096  226.19  0.0677  0.2216
 1408  1306.678  240.48  0.0298  0.1021
 1409  1307.260  249.98  0.0372  0.1359
 1410  1307.843  247.99  0.0689  0.2124
 1411  1308.427  248.66  0.0421  0.1370
 1412  1309.011  254.86  0.0211  0.0793
 1413  1309.595  256.59  0.0125  0.0385
 1414  1310.180  256.88  0.0124  0.0439
 1415  1310.766  255.30  0.0233  0.0737
 1416  1311.352  250.36  0.0392  0.1619
 1417  1311.938  247.39  0.1265  0.3858
 1418  1312.525  245.72  0.0571  0.1779
 1419  1313.113  244.23  0.0366  0.1168
 1420  1313.701  246.01  0.0366  0.1072
 1421  1314.289  250.51  0.0215  0.0623
 1422  1314.878  252.73  0.0297  0.0987
 1423  1315.468  255.96  0.0147  0.0534
 1424  1316.058  254.17  0.0341  0.1528
 1425  1316.648  245.57  0.0958  0.3192
 1426  1317.239  245.89  0.0929  0.2772
 1427  1317.831  252.17  0.0251  0.0922
 1428  1318.423  246.93  0.0576  0.2113
 1429  1319.016  241.63  0.0573  0.2513
 1430  1319.609  243.66  0.0286  0.1100
 1431  1320.202  246.30  0.0297  0.0709
 1432  1320.797  252.30  0.0249  0.0801
 1433  1321.391  254.26  0.0448  0.1431
 1434  1321.986  249.71  0.0554  0.1776
 1435  1322.582  253.49  0.0433  0.1396
 1436  1323.178  257.10  0.0319  0.1138
 1437  1323.775  257.79  0.0228  0.0786
 1438  1324.372  261.02  0.0151  0.0763
 1439  1324.970  263.25  0.0100  0.0416
 1440  1325.568  262.71  0.0105  0.0434
 1441  1326.167  259.81  0.0195  0.0784
 1442  1326.766  249.17  0.0775  0.2647
 1443  1327.366  240.92  0.0970  0.2825
 1444  1327.967  252.99  0.0495  0.1668
 1445  1328.568  260.93  0.0192  0.0740
 1446  1329.169  260.48  0.0184  0.0674
 1447  1329.771  257.12  0.0233  0.0897
 1448  1330.373  260.37  0.0220  0.0806
 1449  1330.976  263.87  0.0168  0.0821
 1450  1331.580  257.37  0.0430  0.1641
 1451  1332.184  240.77  0.0986  0.2959
 1452  1332.788  240.85  0.0797  0.2791
 1453  1333.393  254.29  0.0369  0.1206
 1454  1333.999  258.93  0.0087  0.0263
 1455  1334.605  260.51  0.0091  0.0430
 1456  1335.212  259.04  0.0129  0.0679
 1457  1335.819  254.64  0.0357  0.1415
 1458  1336.427  244.80  0.1242  0.3330
 1459  1337.035  235.83  0.0763  0.2169
 1460  1337.644  236.13  0.0877  0.3318
 1461  1338.253  236.57  0.1189  0.3908
 1462  1338.863  238.13  0.0400  0.1904
 1463  1338.161  236.20  0.1319  0.4268
 1464  1338.669  238.02  0.0442  0.1804
 1465  1339.178  238.99  0.0342  0.2136
 1466  1339.687  238.30  0.0322  0.1899
 1467  1340.196  235.19  0.0470  0.2215
 1468  1340.706  239.08  0.0766  0.3175
 1469  1341.216  242.46  0.0984  0.6382
 1470  1341.727  237.13  0.0639  0.2277
 1471  1342.238  239.17  0.0410  0.1039
 1472  1342.749  240.69  0.0444  0.1142
 1473  1343.261  250.73  0.0292  0.0843
 1474  1343.773  258.13  0.0126  0.0512
 1475  1344.286  259.33  0.0146  0.0665
 1476  1344.799  260.49  0.0072  0.0268
 1477  1345.312  260.65  0.0093  0.0268
 1478  1345.826  257.05  0.0211  0.0704
 1479  1346.340  245.90  0.0617  0.2501
 1480  1346.855  240.25  0.0501  0.1969
 1481  1347.370  247.67  0.0293  0.1088
 1482  1347.886  248.60  0.0295  0.1053
 1483  1348.402  251.28  0.0532  0.1627
 1484  1348.918  248.98  0.0534  0.1757
 1485  1349.435  244.23  0.0439  0.1418
 1486  1349.952  251.21  0.0306  0.1050
 1487  1350.469  253.63  0.0507  0.1585
 1488  1350.987  248.49  0.0399  0.2035
 1489  1351.506  247.88  0.0350  0.1092
 1490  1352.025  253.92  0.0349  0.1216
 1491  1352.544  255.33  0.0339  0.1148
 1492  1353.063  250.87  0.0291  0.1082
 1493  1353.583  255.18  0.0275  0.1094
 1494  1354.104  255.64  0.0198  0.0762
 1495  1354.625  246.47  0.0427  0.1161
 1496  1355.146  239.39  0.1375  0.4988
 1497  1355.668  242.34  0.0564  0.1843
 1498  1356.190  247.29  0.0327  0.0967
 1499  1356.713  252.50  0.0337  0.1099
 1500  1357.236  257.70  0.0147  0.0511
 1501  1357.759  254.00  0.0686  0.2365
 1502  1358.283  249.96  0.0433  0.1214
 1503  1358.807  254.00  0.0149  0.0424
 1504  1359.332  254.95  0.0178  0.0547
 1505  1359.857  250.28  0.0448  0.1400
 1506  1360.383  244.47  0.0541  0.1703
 1507  1360.909  238.38  0.0464  0.1482
 1508  1361.435  240.93  0.0848  0.3171
 1509  1361.962  244.34  0.0217  0.1052
 1510  1362.489  236.68  0.0635  0.2354
 1511  1363.017  230.08  0.1147  0.4196
 1512  1363.545  237.31  0.1085  0.3417
 1513  1364.073  245.68  0.0611  0.2231
 1514  1364.602  250.72  0.0324  0.1131
 1515  1365.131  254.27  0.0245  0.0845
 1516  1365.661  253.66  0.0260  0.1051
 1517  1366.192  253.78  0.0359  0.1254
 1518  1366.722  257.43  0.0280  0.0880
 1519  1367.253  256.96  0.0088  0.0361
 1520  1367.785  251.41  0.0703  0.1964
 1521  1368.317  240.82  0.1318  0.3939
 1522  1368.849  239.69  0.1128  0.3844
 1523  1369.382  247.64  0.0260  0.0770
 1524  1369.915  252.82  0.0223  0.0908
 1525  1370.449  254.71  0.0211  0.0943
 1526  1370.983  253.91  0.0213  0.0932
 1527  1371.517  253.84  0.0072  0.0251
 1528  1372.052  250.23  0.0128  0.0451
 1529  1372.588  246.46  0.0268  0.0979
 1530  1373.123  240.76  0.0332  0.0941
 1531  1373.660  233.16  0.0589  0.1896
 1532  1374.196  235.15  0.0445  0.2003
 1533  1374.733  234.62  0.0437  0.1381
 1534  1375.271  234.59  0.0728  0.2227
 1535  1375.809  244.67  0.0455  0.1782
 1536  1376.347  251.50  0.0074  0.0298
 1537  1376.886  253.55  0.0087  0.0418
 1538  1377.425  252.60  0.0169  0.0682
 1539  1377.965  247.92  0.0365  0.1534
 1540  1378.505  248.34  0.0285  0.1123
 1541  1379.046  251.15  0.0161  0.0406
 1542  1379.587  247.61  0.0229  0.0634
 1543  1380.128  249.30  0.0206  0.0631
 1544  1380.670  255.91  0.0175  0.0643
 1545  1381.213  258.28  0.0117  0.0462
 1546  1381.756  256.60  0.0123  0.0425
 1547  1382.299  256.39  0.0100  0.0371
 1548  1382.843  256.24  0.0166  0.0706
 1549  1383.387  254.40  0.0153  0.0667
 1550  1383.931  255.94  0.0053  0.0161
 1551  1384.476  256.60  0.0074  0.0264
 1552  1385.022  254.77  0.0090  0.0345
 1553  1385.568  251.67  0.0099  0.0331
 1554  1386.114  244.58  0.0336  0.1425
 1555  1386.661  238.06  0.0353  0.2296
 1556  1387.208  233.61  0.0513  0.2247
 1557  1387.756  233.79  0.0544  0.1730
 1558  1388.304  242.53  0.0179  0.0805
 1559  1388.852  248.96  0.0063  0.0180
 1560  1389.401  251.53  0.0067  0.0214
 1561  1389.951  250.40  0.0074  0.0226
 1562  1390.501  247.89  0.0117  0.0386
 1563  1391.051  248.92  0.0130  0.0462
 1564  1391.602  251.86  0.0071  0.0188
 1565  1392.153  251.91  0.0069  0.0286
 1566  1392.705  250.12  0.0085  0.0404
 1567  1393.257  246.17  0.0094  0.0424
 1568  1393.810  238.34  0.0890  0.3017
 1569  1394.363  229.96  0.0510  0.1537
 1570  1394.916  232.18  0.0410  0.1851
 1571  1395.470  233.49  0.0389  0.1887
 1572  1396.025  235.63  0.0483  0.1424
 1573  1396.579  243.46  0.0125  0.0453
 1574  1397.135  244.39  0.0147  0.0534
 1575  1397.691  239.96  0.0307  0.1229
 1576  1398.247  238.50  0.0202  0.1176
 1577  1398.803  232.91  0.0519  0.1309
 1578  1399.361  230.06  0.0582  0.1447
 1579  1399.918  238.90  0.0240  0.0817
 1580  1400.476  245.95  0.0062  0.0348
 1581  1401.035  249.95  0.0048  0.0217
 1582  1401.594  252.22  0.0042  0.0185
 1583  1402.153  252.85  0.0046  0.0150
 1584  1402.713  252.25  0.0052  0.0154
 1585  1403.273  250.33  0.0063  0.0225
 1586  1403.834  247.32  0.0084  0.0505
 1587  1404.396  240.36  0.0346  0.1057
 1588  1404.957  233.03  0.0585  0.1671
 1589  1405.519  239.42  0.0417  0.1163
 1590  1406.082  248.12  0.0081  0.0409
 1591  1406.645  252.10  0.0058  0.0237
 1592  1407.209  253.89  0.0059  0.0191
 1593  1407.773  254.83  0.0053  0.0169
 1594  1408.337  254.45  0.0072  0.0224
 1595  1408.902  254.58  0.0066  0.0189
 1596  1409.468  251.98  0.0138  0.0338
 1597  1410.034  248.98  0.0199  0.0510
 1598  1410.600  252.03  0.0100  0.0240
 1599  1411.167  249.50  0.0188  0.0524
 1600  1411.734  242.75  0.0300  0.0911
 1601  1412.302  246.82  0.0291  0.0889
 1602  1412.870  253.19  0.0054  0.0141
 1603  1413.439  254.01  0.0047  0.0150
 1604  1414.008  252.50  0.0040  0.0140
 1605  1414.578  249.63  0.0053  0.0173
 1606  1415.148  248.33  0.0053  0.0244
 1607  1415.718  245.52  0.0230  0.0939
 1608  1416.289  242.73  0.0250  0.1248
 1609  1416.861  240.63  0.0309  0.1137
 1610  1417.433  235.46  0.0404  0.1546
 1611  1418.005  235.94  0.0223  0.1321
 1612  1418.578  231.30  0.0546  0.1464
 1613  1419.151  223.25  0.0717  0.2185
 1614  1419.725  226.13  0.0774  0.2006
 1615  1420.300  235.19  0.0204  0.0788
 1616  1420.875  241.64  0.0082  0.0493
 1617  1421.450  244.80  0.0056  0.0350
 1618  1422.026  246.31  0.0038  0.0198
 1619  1422.602  245.12  0.0034  0.0219
 1620  1423.178  238.34  0.0384  0.1107
 1621  1423.756  230.25  0.0914  0.2809
 1622  1424.333  235.61  0.0562  0.1564
 1623  1424.911  244.85  0.0118  0.0367
 1624  1425.490  248.77  0.0060  0.0217
 1625  1426.069  249.93  0.0056  0.0155
 1626  1426.649  250.74  0.0064  0.0185
 1627  1427.229  250.59  0.0040  0.0133
 1628  1427.809  247.66  0.0100  0.0263
 1629  1428.390  244.30  0.0130  0.0502
 1630  1428.972  241.97  0.0099  0.0339
 1631  1429.554  234.02  0.0621  0.1982
 1632  1430.136  231.45  0.0534  0.1305
 1633  1430.719  239.88  0.0177  0.0478
 1634  1431.303  244.40  0.0043  0.0241
 1635  1431.887  244.25  0.0103  0.0307
 1636  1432.471  245.07  0.0136  0.0551
 1637  1433.056  242.02  0.0308  0.1334
 1638  1433.641  240.71  0.0197  0.0928
 1639  1434.227  243.85  0.0046  0.0230
 1640  1434.814  242.88  0.0063  0.0445
 1641  1435.400  237.56  0.0185  0.0869
 1642  1435.988  230.26  0.0446  0.1581
 1643  1436.576  224.10  0.0825  0.2361
 1644  1437.164  226.76  0.0820  0.2038
 1645  1437.753  235.51  0.0169  0.0657
 1646  1438.342  241.93  0.0073  0.0423
 1647  1438.932  245.52  0.0057  0.0318
 1648  1439.522  247.53  0.0042  0.0171
 1649  1440.113  248.85  0.0051  0.0193
 1650  1440.704  249.44  0.0064  0.0220
 1651  1441.296  249.83  0.0049  0.0198
 1652  1441.888  251.01  0.0045  0.0119
 1653  1442.481  250.86  0.0031  0.0099
 1654  1443.074  250.73  0.0041  0.0099
 1655  1460.265  239.22  0.0056  0.0252
 1656  1460.873  242.26  0.0036  0.0153
 1657  1461.482  243.35  0.0029  0.0098
 1658  1462.091  243.38  0.0027  0.0086
 1659  1462.701  242.49  0.0027  0.0092
 1660  1463.311  240.16  0.0046  0.0221
 1661  1463.922  234.84  0.0139  0.0423
 1662  1464.533  226.47  0.0569  0.1540
 1663  1465.145  225.17  0.0552  0.1829
 1664  1465.758  232.78  0.0201  0.0677
 1665  1466.371  238.27  0.0096  0.0684
 1666  1466.984  240.94  0.0026  0.0100
 1667  1467.598  242.55  0.0024  0.0092
 1668  1468.212  243.98  0.0020  0.0083
 1669  1468.827  244.14  0.0025  0.0088
 1670  1469.443  242.61  0.0029  0.0092
 1671  1470.059  240.43  0.0039  0.0168
 1672  1470.675  236.98  0.0082  0.0432
 1673  1471.292  229.83  0.0434  0.1167
 1674  1471.910  223.05  0.0473  0.1230
 1675  1472.528  224.65  0.0383  0.1075
 1676  1473.146  224.99  0.0364  0.0959
 1677  1473.765  226.20  0.0450  0.1187
 1678  1474.385  232.85  0.0183  0.0659
 1679  1475.005  236.65  0.0070  0.0605
 1680  1475.625  232.88  0.0410  0.1075
 1681  1476.246  227.72  0.0648  0.1867
 1682  1476.868  234.53  0.0507  0.1335
 1683  1477.490  241.87  0.0056  0.0332
 1684  1478.113  244.87  0.0034  0.0176
 1685  1478.736  246.18  0.0025  0.0115
 1686  1479.360  246.54  0.0020  0.0083
 1687  1479.984  245.30  0.0024  0.0100
 1688  1480.609  240.66  0.0216  0.0561
 1689  1481.234  235.46  0.0382  0.1108
 1690  1481.860  239.13  0.0220  0.0797
 1691  1482.486  244.59  0.0035  0.0193
 1692  1483.113  246.17  0.0021  0.0069
 1693  1483.741  245.28  0.0029  0.0109
 1694  1484.369  244.23  0.0036  0.0165
 1695  1484.997  243.45  0.0029  0.0094
 1696  1485.626  240.81  0.0097  0.0429
 1697  1486.255  235.86  0.0152  0.0785
 1698  1486.885  229.29  0.0473  0.1163
 1699  1487.516  226.93  0.0516  0.1321
 1700  1488.147  232.71  0.0207  0.0639
 1701  1488.779  232.28  0.0318  0.1629
 1702  1489.411  226.74  0.0434  0.1784
 1703  1490.044  225.20  0.0377  0.1097
 1704  1490.677  225.36  0.0420  0.1090
 1705  1491.311  230.81  0.0658  0.4674
 1706  1491.945  238.02  0.0057  0.0193
 1707  1492.580  240.41  0.0028  0.0096
 1708  1493.215  240.59  0.0034  0.0170
 1709  1493.851  240.68  0.0023  0.0089
 1710  1494.487  239.04  0.0040  0.0214
 1711  1495.124  234.51  0.0081  0.0226
 1712  1495.762  226.96  0.0496  0.1278
 1713  1496.400  223.85  0.0503  0.1267
 1714  1497.038  229.54  0.0226  0.0609
 1715  1497.677  232.13  0.0070  0.0556
 1716  1498.317  227.61  0.0450  0.1167
 1717  1498.957  225.32  0.0532  0.1514
 1718  1499.598  231.00  0.0221  0.0611
 1719  1500.239  234.91  0.0050  0.0363
 1720  1500.881  235.79  0.0037  0.0153
 1721  1501.523  234.38  0.0185  0.0838
 1722  1502.166  235.42  0.0193  0.0750
 1723  1502.810  237.35  0.0029  0.0118
 1724  1503.454  236.08  0.0039  0.0139
 1725  1504.098  232.72  0.0064  0.0328
 1726  1504.743  227.11  0.0236  0.0770
 1727  1505.389  221.11  0.0495  0.1512
 1728  1506.035  219.61  0.0341  0.1000
 1729  1506.682  219.42  0.0345  0.1013
 1730  1507.329  220.50  0.0423  0.1219
 1731  1507.977  222.95  0.0254  0.1020
 1732  1508.625  225.26  0.0328  0.0794
 1733  1509.274  227.36  0.0347  0.1408
 1734  1509.923  229.18  0.0369  0.1675
 1735  1510.573  233.05  0.0182  0.0909
 1736  1511.224  235.25  0.0078  0.0400
 1737  1511.875  231.67  0.0414  0.1109
 1738  1512.527  230.63  0.0465  0.1260
 1739  1513.179  236.56  0.0119  0.0456
 1740  1513.832  238.59  0.0032  0.0206
 1741  1514.485  234.55  0.0268  0.0899
 1742  1515.139  230.73  0.0297  0.0903
 1743  1515.793  229.94  0.0251  0.0958
 1744  1516.448  225.49  0.0388  0.0962
 1745  1517.104  221.93  0.0404  0.1236
 1746  1517.760  225.04  0.0580  0.2042
 1747  1518.417  231.66  0.0202  0.0520
 1748  1519.074  233.22  0.0046  0.0294
 1749  1519.732  228.66  0.0332  0.0953
 1750  1520.390  223.72  0.0337  0.1109
 1751  1521.049  221.88  0.0436  0.1508
 1752  1521.708  222.41  0.0385  0.1223
 1753  1522.368  222.37  0.0351  0.1007
 1754  1523.029  224.20  0.0425  0.1143
 1755  1523.690  229.58  0.0130  0.0508
 1756  1524.352  230.53  0.0181  0.0887
 1757  1525.014  225.87  0.0427  0.1210
 1758  1525.677  225.73  0.0451  0.1307
 1759  1526.340  231.02  0.0190  0.0669
 1760  1527.004  230.59  0.0335  0.1183
 1761  1541.096  221.98  0.0236  0.0830
 1762  1541.772  221.27  0.0519  0.1401
 1763  1542.449  222.02  0.0553  0.1497
 1764  1543.126  224.75  0.0234  0.0626
 1765  1543.803  227.54  0.0252  0.1010
 1766  1544.482  227.51  0.0256  0.1185
 1767  1545.161  225.05  0.0397  0.1270
 1768  1545.840  230.09  0.0374  0.1336
 1769  1546.520  236.10  0.0058  0.0356
 1770  1547.200  238.19  0.0024  0.0115
 1771  1547.881  238.01  0.0036  0.0124
 1772  1548.563  237.17  0.0044  0.0260
 1773  1549.245  232.82  0.0344  0.1049
 1774  1549.928  227.81  0.0490  0.1494
 1775  1550.612  231.69  0.0364  0.1203
 1776  1551.296  235.47  0.0047  0.0223
 1777  1551.980  235.12  0.0034  0.0199
 1778  1552.666  234.59  0.0032  0.0183
 1779  1553.351  231.48  0.0123  0.0491
 1780  1554.038  225.11  0.0466  0.1288
 1781  1554.725  224.85  0.0429  0.1195
 1782  1555.412  229.19  0.0077  0.0412
 1783  1556.100  229.50  0.0084  0.0773
 1784  1556.789  225.70  0.0281  0.0801
 1785  1557.479  220.72  0.0463  0.1423
 1786  1558.168  218.66  0.0367  0.0995
 1787  1558.859  219.11  0.0353  0.0998
 1788  1559.550  219.00  0.0298  0.0825
 1789  1560.242  219.46  0.0338  0.1063
 1790  1560.934  224.39  0.0380  0.1000
 1791  1561.627  230.20  0.0070  0.0365
 1792  1562.320  233.72  0.0042  0.0277
 1793  1563.015  234.88  0.0024  0.0087
 1794  1563.709  233.74  0.0047  0.0197
 1795  1564.404  228.89  0.0422  0.1242
 1796  1565.100  227.36  0.0475  0.1298
 1797  1565.797  233.12  0.0145  0.0444
 1798  1566.494  236.72  0.0030  0.0132
 1799  1567.192  237.33  0.0033  0.0145
 1800  1567.890  234.85  0.0075  0.0225
 1801  1568.589  228.23  0.0683  0.5939
 1802  1569.288  221.76  0.0432  0.1374
 1803  1569.988  223.02  0.0523  0.1627
 1804  1570.689  230.06  0.0250  0.0725
 1805  1571.390  235.40  0.0058  0.0329
 1806  1572.092  237.17  0.0039  0.0147
 1807  1572.795  236.54  0.0038  0.0163
 1808  1573.498  235.70  0.0054  0.0322
 1809  1574.201  233.80  0.0092  0.0586
 1810  1574.906  229.10  0.0167  0.0719
 1811  1575.611  222.72  0.0521  0.1406
 1812  1576.316  220.04  0.0493  0.1489
 1813  1577.022  223.98  0.0305  0.0906
 1814  1577.729  229.81  0.0130  0.0384
 1815  1578.437  235.07  0.0071  0.0326
 1816  1579.145  238.53  0.0056  0.0286
 1817  1579.853  240.69  0.0045  0.0173
 1818  1580.562  242.19  0.0037  0.0157
 1819  1581.272  243.16  0.0030  0.0133
 1820  1581.983  243.14  0.0025  0.0111
 1821  1582.694  243.27  0.0031  0.0099
 1822  1583.405  244.40  0.0034  0.0111
 1823  1584.118  245.36  0.0024  0.0069
 1824  1584.831  245.89  0.0057  0.0188
 1825  1585.544  246.10  0.0050  0.0170
 1826  1586.258  246.23  0.0047  0.0183
 1827  1586.973  246.20  0.0018  0.0058
 1828  1587.688  246.24  0.0058  0.0221
 1829  1588.404  246.22  0.0054  0.0194
 1830  1589.121  243.48  0.0122  0.0366
 1831  1589.838  240.15  0.0159  0.0464
 1832  1590.556  242.51  0.0082  0.0235
 1833  1591.275  242.02  0.0166  0.0565
 1834  1591.994  241.78  0.0171  0.0568
 1835  1592.714  245.03  0.0030  0.0084
 1836  1593.434  244.03  0.0061  0.0178
 1837  1594.155  237.93  0.0388  0.1242
 1838  1594.877  237.91  0.0367  0.1177
 1839  1595.599  240.84  0.0150  0.0439
 1840  1596.322  240.33  0.0216  0.0644
 1841  1597.045  244.09  0.0102  0.0302
 1842  1597.770  246.60  0.0015  0.0063
 1843  1598.494  246.87  0.0034  0.0137
 1844  1599.220  246.75  0.0038  0.0150
 1845  1599.946  246.00  0.0026  0.0084
 1846  1600.672  241.39  0.0261  0.0930
 1847  1601.400  238.80  0.0313  0.1142
 1848  1602.128  241.24  0.0141  0.0512
