% RMS difference of BT_sarta - BT_kcarta for 206 daytime
% FOVs using ECMWF profiles.  This is an independent
% profile test of sarta; compare with the results
% using the regression profiles (regprof_rms.txt).
%
% ID      freq    RMS
%----  --------  -----
 1181  1093.974  0.009
 1182  1094.483  0.010
 1183  1094.992  0.011
 1184  1095.501  0.008
 1185  1096.011  0.008
 1186  1096.522  0.008
 1187  1097.033  0.008
 1188  1097.544  0.008
 1189  1098.056  0.009
 1190  1098.568  0.009
 1191  1099.081  0.013
 1192  1099.594  0.024
 1193  1100.108  0.016
 1194  1100.622  0.011
 1195  1101.136  0.017
 1196  1101.651  0.022
 1197  1102.167  0.019
 1198  1102.683  0.008
 1199  1103.199  0.007
 1200  1103.716  0.009
 1201  1104.233  0.009
 1202  1104.751  0.007
 1203  1105.269  0.008
 1204  1105.788  0.012
 1205  1106.307  0.018
 1206  1106.826  0.026
 1207  1107.346  0.014
 1208  1107.867  0.011
 1209  1108.388  0.010
 1210  1108.909  0.008
 1211  1109.431  0.007
 1212  1109.953  0.008
 1213  1110.476  0.018
 1214  1110.999  0.016
 1215  1111.523  0.019
 1216  1112.047  0.011
 1217  1112.571  0.014
 1218  1113.096  0.009
 1219  1113.622  0.010
 1220  1114.148  0.007
 1221  1114.674  0.011
 1222  1115.201  0.012
 1223  1115.729  0.010
 1224  1116.257  0.009
 1225  1116.785  0.014
 1226  1117.314  0.018
 1227  1117.843  0.022
 1228  1118.373  0.011
 1229  1118.903  0.015
 1230  1119.433  0.015
 1231  1119.965  0.012
 1232  1120.496  0.019
 1233  1121.028  0.036
 1234  1121.561  0.020
 1235  1122.094  0.019
 1236  1122.627  0.011
 1237  1123.161  0.010
 1238  1123.696  0.011
 1239  1124.231  0.018
 1240  1124.766  0.013
 1241  1125.302  0.014
 1242  1125.839  0.020
 1243  1126.375  0.013
 1244  1126.913  0.012
 1245  1127.450  0.017
 1246  1127.989  0.015
 1247  1128.527  0.009
 1248  1129.067  0.014
 1249  1129.606  0.011
 1250  1130.147  0.011
 1251  1130.687  0.013
 1252  1131.228  0.012
 1253  1131.770  0.009
 1254  1132.312  0.009
 1255  1132.855  0.010
 1256  1133.398  0.013
 1257  1133.942  0.019
 1258  1134.486  0.026
 1259  1135.030  0.017
 1260  1135.575  0.020
 1261  1136.121  0.018
 1262  1136.667  0.017
 1263  1216.974  0.018
 1264  1217.481  0.033
 1265  1217.988  0.017
 1266  1218.496  0.015
 1267  1219.004  0.011
 1268  1219.513  0.026
 1269  1220.022  0.036
 1270  1220.531  0.009
 1271  1221.041  0.008
 1272  1221.552  0.015
 1273  1222.062  0.031
 1274  1222.574  0.032
 1275  1223.085  0.029
 1276  1223.597  0.040
 1277  1224.110  0.015
 1278  1224.623  0.024
 1279  1225.136  0.017
 1280  1225.650  0.023
 1281  1226.164  0.019
 1282  1226.679  0.031
 1283  1227.194  0.054
 1284  1227.709  0.022
 1285  1228.225  0.014
 1286  1228.742  0.026
 1287  1229.258  0.033
 1288  1229.776  0.016
 1289  1230.293  0.019
 1290  1230.811  0.017
 1291  1231.330  0.009
 1292  1231.849  0.009
 1293  1232.368  0.018
 1294  1232.888  0.023
 1295  1233.408  0.028
 1296  1233.929  0.017
 1297  1234.450  0.008
 1298  1234.971  0.010
 1299  1235.493  0.038
 1300  1236.016  0.034
 1301  1236.538  0.033
 1302  1237.062  0.046
 1303  1237.585  0.045
 1304  1238.110  0.024
 1305  1238.634  0.015
 1306  1239.159  0.022
 1307  1239.685  0.018
 1308  1240.211  0.010
 1309  1240.737  0.023
 1310  1241.264  0.020
 1311  1241.791  0.018
 1312  1242.319  0.017
 1313  1242.847  0.025
 1314  1243.375  0.018
 1315  1243.904  0.022
 1316  1244.434  0.021
 1317  1244.964  0.073
 1318  1245.494  0.037
 1319  1246.025  0.020
 1320  1246.556  0.018
 1321  1247.088  0.025
 1322  1247.620  0.071
 1323  1248.152  0.041
 1324  1248.685  0.017
 1325  1249.219  0.024
 1326  1249.753  0.024
 1327  1250.287  0.022
 1328  1250.822  0.014
 1329  1251.357  0.014
 1330  1251.893  0.013
 1331  1252.429  0.011
 1332  1252.965  0.011
 1333  1253.503  0.023
 1334  1254.040  0.024
 1335  1254.578  0.016
 1336  1255.116  0.027
 1337  1255.655  0.020
 1338  1256.195  0.021
 1339  1256.734  0.023
 1340  1257.275  0.011
 1341  1257.815  0.010
 1342  1258.357  0.027
 1343  1258.898  0.043
 1344  1259.440  0.051
 1345  1259.983  0.168
 1346  1260.526  0.091
 1347  1261.069  0.018
 1348  1261.613  0.052
 1349  1262.157  0.011
 1350  1262.702  0.024
 1351  1263.247  0.024
 1352  1263.793  0.024
 1353  1264.339  0.016
 1354  1264.886  0.017
 1355  1265.433  0.020
 1356  1265.981  0.027
 1357  1266.529  0.035
 1358  1267.077  0.031
 1359  1267.626  0.025
 1360  1268.176  0.031
 1361  1268.726  0.024
 1362  1269.276  0.056
 1363  1269.827  0.039
 1364  1270.378  0.055
 1365  1270.930  0.036
 1366  1271.482  0.096
 1367  1272.035  0.136
 1368  1272.588  0.014
 1369  1284.348  0.026
 1370  1284.911  0.010
 1371  1285.475  0.012
 1372  1286.039  0.012
 1373  1286.604  0.042
 1374  1287.169  0.090
 1375  1287.735  0.058
 1376  1288.301  0.042
 1377  1288.868  0.092
 1378  1289.435  0.037
 1379  1290.003  0.032
 1380  1290.571  0.068
 1381  1291.140  0.037
 1382  1291.709  0.013
 1383  1292.278  0.022
 1384  1292.848  0.034
 1385  1293.419  0.025
 1386  1293.990  0.032
 1387  1294.561  0.021
 1388  1295.133  0.030
 1389  1295.706  0.019
 1390  1296.279  0.046
 1391  1296.853  0.172
 1392  1297.427  0.062
 1393  1298.001  0.023
 1394  1298.576  0.026
 1395  1299.151  0.038
 1396  1299.727  0.057
 1397  1300.304  0.029
 1398  1300.881  0.023
 1399  1301.458  0.035
 1400  1302.036  0.020
 1401  1302.615  0.032
 1402  1303.194  0.026
 1403  1303.773  0.013
 1404  1304.353  0.017
 1405  1304.934  0.017
 1406  1305.515  0.014
 1407  1306.096  0.034
 1408  1306.678  0.033
 1409  1307.260  0.065
 1410  1307.843  0.034
 1411  1308.427  0.064
 1412  1309.011  0.024
 1413  1309.595  0.011
 1414  1310.180  0.009
 1415  1310.766  0.033
 1416  1311.352  0.009
 1417  1311.938  0.067
 1418  1312.525  0.066
 1419  1313.113  0.056
 1420  1313.701  0.042
 1421  1314.289  0.039
 1422  1314.878  0.056
 1423  1315.468  0.016
 1424  1316.058  0.015
 1425  1316.648  0.080
 1426  1317.239  0.090
 1427  1317.831  0.027
 1428  1318.423  0.052
 1429  1319.016  0.049
 1430  1319.609  0.029
 1431  1320.202  0.035
 1432  1320.797  0.046
 1433  1321.391  0.019
 1434  1321.986  0.053
 1435  1322.582  0.017
 1436  1323.178  0.018
 1437  1323.775  0.022
 1438  1324.372  0.012
 1439  1324.970  0.011
 1440  1325.568  0.008
 1441  1326.167  0.014
 1442  1326.766  0.035
 1443  1327.366  0.040
 1444  1327.967  0.037
 1445  1328.568  0.011
 1446  1329.169  0.013
 1447  1329.771  0.020
 1448  1330.373  0.022
 1449  1330.976  0.012
 1450  1331.580  0.018
 1451  1332.184  0.038
 1452  1332.788  0.032
 1453  1333.393  0.014
 1454  1333.999  0.007
 1455  1334.605  0.008
 1456  1335.212  0.009
 1457  1335.819  0.032
 1458  1336.427  0.121
 1459  1337.035  0.053
 1460  1337.644  0.081
 1461  1338.253  0.063
 1462  1338.863  0.048
 1463  1338.161  0.130
 1464  1338.669  0.044
 1465  1339.178  0.042
 1466  1339.687  0.043
 1467  1340.196  0.061
 1468  1340.706  0.046
 1469  1341.216  0.130
 1470  1341.727  0.070
 1471  1342.238  0.025
 1472  1342.749  0.029
 1473  1343.261  0.033
 1474  1343.773  0.015
 1475  1344.286  0.019
 1476  1344.799  0.016
 1477  1345.312  0.012
 1478  1345.826  0.022
 1479  1346.340  0.051
 1480  1346.855  0.044
 1481  1347.370  0.032
 1482  1347.886  0.019
 1483  1348.402  0.078
 1484  1348.918  0.047
 1485  1349.435  0.031
 1486  1349.952  0.020
 1487  1350.469  0.088
 1488  1350.987  0.030
 1489  1351.506  0.032
 1490  1352.025  0.029
 1491  1352.544  0.022
 1492  1353.063  0.031
 1493  1353.583  0.023
 1494  1354.104  0.016
 1495  1354.625  0.057
 1496  1355.146  0.105
 1497  1355.668  0.081
 1498  1356.190  0.035
 1499  1356.713  0.027
 1500  1357.236  0.019
 1501  1357.759  0.047
 1502  1358.283  0.043
 1503  1358.807  0.021
 1504  1359.332  0.014
 1505  1359.857  0.015
 1506  1360.383  0.109
 1507  1360.909  0.041
 1508  1361.435  0.049
 1509  1361.962  0.015
 1510  1362.489  0.042
 1511  1363.017  0.050
 1512  1363.545  0.043
 1513  1364.073  0.042
 1514  1364.602  0.017
 1515  1365.131  0.018
 1516  1365.661  0.008
 1517  1366.192  0.013
 1518  1366.722  0.014
 1519  1367.253  0.007
 1520  1367.785  0.046
 1521  1368.317  0.109
 1522  1368.849  0.062
 1523  1369.382  0.017
 1524  1369.915  0.035
 1525  1370.449  0.019
 1526  1370.983  0.017
 1527  1371.517  0.012
 1528  1372.052  0.034
 1529  1372.588  0.032
 1530  1373.123  0.032
 1531  1373.660  0.042
 1532  1374.196  0.032
 1533  1374.733  0.022
 1534  1375.271  0.045
 1535  1375.809  0.031
 1536  1376.347  0.011
 1537  1376.886  0.005
 1538  1377.425  0.015
 1539  1377.965  0.034
 1540  1378.505  0.028
 1541  1379.046  0.023
 1542  1379.587  0.035
 1543  1380.128  0.020
 1544  1380.670  0.015
 1545  1381.213  0.015
 1546  1381.756  0.031
 1547  1382.299  0.026
 1548  1382.843  0.017
 1549  1383.387  0.013
 1550  1383.931  0.021
 1551  1384.476  0.007
 1552  1385.022  0.007
 1553  1385.568  0.011
 1554  1386.114  0.043
 1555  1386.661  0.040
 1556  1387.208  0.024
 1557  1387.756  0.036
 1558  1388.304  0.037
 1559  1388.852  0.029
 1560  1389.401  0.008
 1561  1389.951  0.007
 1562  1390.501  0.018
 1563  1391.051  0.041
 1564  1391.602  0.022
 1565  1392.153  0.006
 1566  1392.705  0.006
 1567  1393.257  0.011
 1568  1393.810  0.022
 1569  1394.363  0.022
 1570  1394.916  0.021
 1571  1395.470  0.019
 1572  1396.025  0.030
 1573  1396.579  0.017
 1574  1397.135  0.017
 1575  1397.691  0.036
 1576  1398.247  0.018
 1577  1398.803  0.026
 1578  1399.361  0.022
 1579  1399.918  0.019
 1580  1400.476  0.015
 1581  1401.035  0.012
 1582  1401.594  0.010
 1583  1402.153  0.009
 1584  1402.713  0.011
 1585  1403.273  0.018
 1586  1403.834  0.013
 1587  1404.396  0.022
 1588  1404.957  0.030
 1589  1405.519  0.029
 1590  1406.082  0.015
 1591  1406.645  0.008
 1592  1407.209  0.005
 1593  1407.773  0.008
 1594  1408.337  0.015
 1595  1408.902  0.013
 1596  1409.468  0.028
 1597  1410.034  0.042
 1598  1410.600  0.020
 1599  1411.167  0.032
 1600  1411.734  0.047
 1601  1412.302  0.041
 1602  1412.870  0.023
 1603  1413.439  0.004
 1604  1414.008  0.004
 1605  1414.578  0.013
 1606  1415.148  0.006
 1607  1415.718  0.033
 1608  1416.289  0.031
 1609  1416.861  0.028
 1610  1417.433  0.032
 1611  1418.005  0.016
 1612  1418.578  0.035
 1613  1419.151  0.025
 1614  1419.725  0.026
 1615  1420.300  0.017
 1616  1420.875  0.015
 1617  1421.450  0.013
 1618  1422.026  0.004
 1619  1422.602  0.007
 1620  1423.178  0.025
 1621  1423.756  0.028
 1622  1424.333  0.037
 1623  1424.911  0.017
 1624  1425.490  0.008
 1625  1426.069  0.010
 1626  1426.649  0.009
 1627  1427.229  0.008
 1628  1427.809  0.023
 1629  1428.390  0.033
 1630  1428.972  0.010
 1631  1429.554  0.032
 1632  1430.136  0.019
 1633  1430.719  0.014
 1634  1431.303  0.009
 1635  1431.887  0.018
 1636  1432.471  0.019
 1637  1433.056  0.030
 1638  1433.641  0.026
 1639  1434.227  0.006
 1640  1434.814  0.006
 1641  1435.400  0.017
 1642  1435.988  0.020
 1643  1436.576  0.024
 1644  1437.164  0.021
 1645  1437.753  0.009
 1646  1438.342  0.010
 1647  1438.932  0.008
 1648  1439.522  0.008
 1649  1440.113  0.006
 1650  1440.704  0.011
 1651  1441.296  0.012
 1652  1441.888  0.015
 1653  1442.481  0.006
 1654  1443.074  0.015
 1655  1460.265  0.012
 1656  1460.873  0.009
 1657  1461.482  0.007
 1658  1462.091  0.003
 1659  1462.701  0.004
 1660  1463.311  0.011
 1661  1463.922  0.026
 1662  1464.533  0.041
 1663  1465.145  0.020
 1664  1465.758  0.013
 1665  1466.371  0.008
 1666  1466.984  0.004
 1667  1467.598  0.004
 1668  1468.212  0.005
 1669  1468.827  0.004
 1670  1469.443  0.004
 1671  1470.059  0.003
 1672  1470.675  0.006
 1673  1471.292  0.025
 1674  1471.910  0.016
 1675  1472.528  0.017
 1676  1473.146  0.019
 1677  1473.765  0.011
 1678  1474.385  0.017
 1679  1475.005  0.011
 1680  1475.625  0.017
 1681  1476.246  0.025
 1682  1476.868  0.025
 1683  1477.490  0.011
 1684  1478.113  0.007
 1685  1478.736  0.006
 1686  1479.360  0.006
 1687  1479.984  0.011
 1688  1480.609  0.012
 1689  1481.234  0.022
 1690  1481.860  0.032
 1691  1482.486  0.020
 1692  1483.113  0.013
 1693  1483.741  0.003
 1694  1484.369  0.003
 1695  1484.997  0.003
 1696  1485.626  0.019
 1697  1486.255  0.024
 1698  1486.885  0.040
 1699  1487.516  0.015
 1700  1488.147  0.009
 1701  1488.779  0.023
 1702  1489.411  0.025
 1703  1490.044  0.015
 1704  1490.677  0.012
 1705  1491.311  0.036
 1706  1491.945  0.026
 1707  1492.580  0.007
 1708  1493.215  0.005
 1709  1493.851  0.003
 1710  1494.487  0.018
 1711  1495.124  0.033
 1712  1495.762  0.045
 1713  1496.400  0.012
 1714  1497.038  0.010
 1715  1497.677  0.009
 1716  1498.317  0.038
 1717  1498.957  0.014
 1718  1499.598  0.008
 1719  1500.239  0.006
 1720  1500.881  0.007
 1721  1501.523  0.014
 1722  1502.166  0.022
 1723  1502.810  0.003
 1724  1503.454  0.014
 1725  1504.098  0.025
 1726  1504.743  0.035
 1727  1505.389  0.040
 1728  1506.035  0.025
 1729  1506.682  0.019
 1730  1507.329  0.008
 1731  1507.977  0.009
 1732  1508.625  0.009
 1733  1509.274  0.014
 1734  1509.923  0.019
 1735  1510.573  0.026
 1736  1511.224  0.011
 1737  1511.875  0.015
 1738  1512.527  0.024
 1739  1513.179  0.016
 1740  1513.832  0.007
 1741  1514.485  0.013
 1742  1515.139  0.024
 1743  1515.793  0.013
 1744  1516.448  0.014
 1745  1517.104  0.013
 1746  1517.760  0.018
 1747  1518.417  0.013
 1748  1519.074  0.004
 1749  1519.732  0.014
 1750  1520.390  0.013
 1751  1521.049  0.018
 1752  1521.708  0.018
 1753  1522.368  0.029
 1754  1523.029  0.013
 1755  1523.690  0.006
 1756  1524.352  0.008
 1757  1525.014  0.015
 1758  1525.677  0.014
 1759  1526.340  0.010
 1760  1527.004  0.017
 1761  1541.096  0.028
 1762  1541.772  0.040
 1763  1542.449  0.018
 1764  1543.126  0.009
 1765  1543.803  0.015
 1766  1544.482  0.011
 1767  1545.161  0.020
 1768  1545.840  0.025
 1769  1546.520  0.011
 1770  1547.200  0.004
 1771  1547.881  0.003
 1772  1548.563  0.003
 1773  1549.245  0.017
 1774  1549.928  0.035
 1775  1550.612  0.031
 1776  1551.296  0.009
 1777  1551.980  0.004
 1778  1552.666  0.003
 1779  1553.351  0.013
 1780  1554.038  0.020
 1781  1554.725  0.011
 1782  1555.412  0.004
 1783  1556.100  0.009
 1784  1556.789  0.032
 1785  1557.479  0.037
 1786  1558.168  0.023
 1787  1558.859  0.021
 1788  1559.550  0.021
 1789  1560.242  0.011
 1790  1560.934  0.011
 1791  1561.627  0.009
 1792  1562.320  0.008
 1793  1563.015  0.005
 1794  1563.709  0.011
 1795  1564.404  0.029
 1796  1565.100  0.018
 1797  1565.797  0.008
 1798  1566.494  0.006
 1799  1567.192  0.006
 1800  1567.890  0.019
 1801  1568.589  0.031
 1802  1569.288  0.031
 1803  1569.988  0.022
 1804  1570.689  0.015
 1805  1571.390  0.015
 1806  1572.092  0.012
 1807  1572.795  0.012
 1808  1573.498  0.015
 1809  1574.201  0.025
 1810  1574.906  0.031
 1811  1575.611  0.057
 1812  1576.316  0.042
 1813  1577.022  0.035
 1814  1577.729  0.033
 1815  1578.437  0.039
 1816  1579.145  0.033
 1817  1579.853  0.025
 1818  1580.562  0.018
 1819  1581.272  0.009
 1820  1581.983  0.014
 1821  1582.694  0.004
 1822  1583.405  0.004
 1823  1584.118  0.007
 1824  1584.831  0.008
 1825  1585.544  0.006
 1826  1586.258  0.008
 1827  1586.973  0.010
 1828  1587.688  0.007
 1829  1588.404  0.005
 1830  1589.121  0.013
 1831  1589.838  0.014
 1832  1590.556  0.015
 1833  1591.275  0.017
 1834  1591.994  0.012
 1835  1592.714  0.006
 1836  1593.434  0.011
 1837  1594.155  0.028
 1838  1594.877  0.015
 1839  1595.599  0.012
 1840  1596.322  0.016
 1841  1597.045  0.007
 1842  1597.770  0.004
 1843  1598.494  0.005
 1844  1599.220  0.006
 1845  1599.946  0.003
 1846  1600.672  0.021
 1847  1601.400  0.016
 1848  1602.128  0.009
 1849  1602.856  0.024
 1850  1603.585  0.022
 1851  1604.315  0.014
 1852  1605.046  0.010
 1853  1605.777  0.011
 1854  1606.509  0.056
 1855  1607.241  0.027
 1856  1607.974  0.026
 1857  1608.708  0.048
 1858  1609.442  0.023
 1859  1610.177  0.049
 1860  1610.913  0.018
 1861  1611.649  0.007
 1862  1612.386  0.017
 1863  1613.124  0.023
 1864  1613.862  0.034
 1865  2181.494  0.083
 1866  2182.400  0.038
 1867  2183.306  0.039
 1868  2184.213  0.033
 1869  2185.121  0.044
 1870  2186.030  0.071
 1871  2186.939  0.124
 1872  2187.850  0.050
 1873  2188.760  0.022
 1874  2189.672  0.018
 1875  2190.584  0.030
 1876  2191.498  0.030
 1877  2192.412  0.095
 1878  2193.326  0.104
 1879  2194.242  0.091
 1880  2195.158  0.016
 1881  2196.075  0.017
 1882  2196.992  0.019
 1883  2197.911  0.013
 1884  2198.830  0.036
 1885  2199.750  0.092
 1886  2200.671  0.079
 1887  2201.592  0.010
 1888  2202.514  0.042
 1889  2203.437  0.012
 1890  2204.361  0.025
 1891  2205.285  0.044
 1892  2206.210  0.023
 1893  2207.136  0.019
 1894  2208.063  0.017
 1895  2208.991  0.018
 1896  2209.919  0.012
 1897  2210.848  0.015
 1898  2211.778  0.082
 1899  2212.708  0.091
 1900  2213.640  0.019
 1901  2214.572  0.014
 1902  2215.505  0.015
 1903  2216.438  0.017
 1904  2217.373  0.016
 1905  2218.308  0.042
 1906  2219.244  0.046
 1907  2220.181  0.010
 1908  2221.118  0.017
 1909  2222.057  0.041
 1910  2222.996  0.021
 1911  2223.936  0.030
 1912  2224.876  0.040
 1913  2225.818  0.012
 1914  2226.760  0.015
 1915  2227.703  0.026
 1916  2228.646  0.019
 1917  2229.591  0.020
 1918  2230.536  0.023
 1919  2231.482  0.018
 1920  2232.429  0.020
 1921  2233.377  0.022
 1922  2234.325  0.023
 1923  2235.275  0.021
 1924  2236.225  0.020
 1925  2237.176  0.018
 1926  2238.127  0.013
 1927  2239.080  0.012
 1928  2240.033  0.021
 1929  2240.987  0.016
 1930  2241.942  0.047
 1931  2242.897  0.068
 1932  2243.854  0.021
 1933  2244.811  0.009
 1934  2245.769  0.018
 1935  2246.727  0.014
 1936  2247.687  0.014
 1937  2248.647  0.017
 1938  2249.608  0.015
 1939  2250.570  0.012
 1940  2251.533  0.014
 1941  2252.497  0.014
 1942  2253.461  0.008
 1943  2254.426  0.023
 1944  2255.392  0.007
 1945  2256.359  0.011
 1946  2257.326  0.005
 1947  2258.295  0.008
 1948  2259.264  0.007
 1949  2260.234  0.015
 1950  2261.205  0.012
 1951  2262.176  0.020
 1952  2263.149  0.030
 1953  2264.122  0.033
 1954  2265.096  0.033
 1955  2266.071  0.033
 1956  2267.047  0.027
 1957  2268.023  0.025
 1958  2269.000  0.028
 1959  2269.979  0.032
 1960  2270.958  0.031
 1961  2271.937  0.023
 1962  2272.918  0.022
 1963  2273.899  0.012
 1964  2274.882  0.017
 1965  2275.865  0.012
 1966  2276.848  0.011
 1967  2277.833  0.011
 1968  2278.819  0.011
 1969  2279.805  0.007
 1970  2280.792  0.015
 1971  2281.780  0.011
 1972  2282.769  0.012
 1973  2283.759  0.019
 1974  2284.749  0.022
 1975  2285.741  0.021
 1976  2286.733  0.020
 1977  2287.726  0.021
 1978  2288.720  0.019
 1979  2289.714  0.022
 1980  2290.710  0.022
 1981  2291.706  0.025
 1982  2292.703  0.024
 1983  2293.701  0.025
 1984  2294.700  0.027
 1985  2295.700  0.026
 1986  2296.701  0.031
 1987  2297.702  0.025
 1988  2298.704  0.026
 1989  2299.707  0.020
 1990  2300.711  0.023
 1991  2301.716  0.024
 1992  2302.722  0.026
 1993  2303.728  0.025
 1994  2304.735  0.025
 1995  2305.744  0.024
 1996  2306.753  0.019
 1997  2307.762  0.022
 1998  2308.773  0.018
 1999  2309.785  0.025
 2000  2310.797  0.017
 2001  2311.811  0.024
 2002  2312.825  0.019
 2003  2313.840  0.029
 2004  2314.856  0.017
 2005  2315.872  0.021
 2006  2316.890  0.013
 2007  2317.908  0.016
 2008  2318.928  0.010
 2009  2319.948  0.016
 2010  2320.969  0.010
 2011  2321.991  0.009
 2012  2323.014  0.009
 2013  2324.037  0.015
 2014  2325.062  0.014
 2015  2299.798  0.019
 2016  2300.703  0.023
 2017  2301.608  0.024
 2018  2302.514  0.026
 2019  2303.421  0.028
 2020  2304.329  0.023
 2021  2305.237  0.028
 2022  2306.146  0.018
 2023  2307.056  0.022
 2024  2307.966  0.021
 2025  2308.877  0.019
 2026  2309.789  0.027
 2027  2310.702  0.017
 2028  2311.615  0.025
 2029  2312.530  0.017
 2030  2313.445  0.028
 2031  2314.361  0.021
 2032  2315.277  0.020
 2033  2316.194  0.018
 2034  2317.112  0.015
 2035  2318.031  0.016
 2036  2318.950  0.010
 2037  2319.871  0.020
 2038  2320.792  0.009
 2039  2321.713  0.016
 2040  2322.636  0.006
 2041  2323.559  0.021
 2042  2324.483  0.012
 2043  2325.408  0.015
 2044  2326.333  0.006
 2045  2327.260  0.015
 2046  2328.187  0.006
 2047  2329.114  0.013
 2048  2330.043  0.007
 2049  2330.972  0.015
 2050  2331.902  0.007
 2051  2332.833  0.014
 2052  2333.765  0.009
 2053  2334.697  0.017
 2054  2335.630  0.014
 2055  2336.564  0.014
 2056  2337.499  0.010
 2057  2338.434  0.010
 2058  2339.370  0.011
 2059  2340.307  0.009
 2060  2341.245  0.011
 2061  2342.183  0.009
 2062  2343.123  0.012
 2063  2344.063  0.010
 2064  2345.003  0.012
 2065  2345.945  0.011
 2066  2346.887  0.012
 2067  2347.831  0.019
 2068  2348.774  0.023
 2069  2349.719  0.013
 2070  2350.665  0.009
 2071  2351.611  0.008
 2072  2352.558  0.005
 2073  2353.506  0.005
 2074  2354.454  0.008
 2075  2355.404  0.008
 2076  2356.354  0.011
 2077  2357.305  0.013
 2078  2358.257  0.009
 2079  2359.209  0.008
 2080  2360.162  0.006
 2081  2361.116  0.005
 2082  2362.071  0.004
 2083  2363.027  0.004
 2084  2363.983  0.009
 2085  2364.941  0.010
 2086  2365.899  0.010
 2087  2366.857  0.014
 2088  2367.817  0.016
 2089  2368.778  0.018
 2090  2369.739  0.018
 2091  2370.701  0.016
 2092  2371.664  0.012
 2093  2372.627  0.010
 2094  2373.592  0.005
 2095  2374.557  0.005
 2096  2375.523  0.006
 2097  2376.490  0.007
 2098  2377.457  0.009
 2099  2378.426  0.010
 2100  2379.395  0.021
 2101  2380.365  0.040
 2102  2381.335  0.046
 2103  2382.307  0.054
 2104  2383.280  0.064
 2105  2384.253  0.058
 2106  2385.227  0.049
 2107  2386.202  0.041
 2108  2387.177  0.035
 2109  2388.154  0.030
 2110  2389.131  0.030
 2111  2390.109  0.020
 2112  2391.088  0.021
 2113  2392.068  0.019
 2114  2393.048  0.014
 2115  2394.030  0.010
 2116  2395.012  0.012
 2117  2395.995  0.013
 2118  2396.979  0.014
 2119  2397.963  0.014
 2120  2398.949  0.013
 2121  2399.935  0.012
 2122  2400.922  0.013
 2123  2401.910  0.013
 2124  2402.899  0.013
 2125  2403.888  0.013
 2126  2404.879  0.012
 2127  2405.870  0.013
 2128  2406.862  0.013
 2129  2407.855  0.012
 2130  2408.849  0.012
 2131  2409.843  0.012
 2132  2410.839  0.013
 2133  2411.835  0.012
 2134  2412.832  0.012
 2135  2413.830  0.012
 2136  2414.828  0.011
 2137  2415.828  0.011
 2138  2416.828  0.011
 2139  2417.830  0.011
 2140  2418.832  0.011
 2141  2419.834  0.010
 2142  2420.838  0.010
 2143  2421.843  0.011
 2144  2422.848  0.011
 2145  2446.194  0.010
 2146  2447.219  0.011
 2147  2448.244  0.012
 2148  2449.270  0.012
 2149  2450.297  0.012
 2150  2451.325  0.013
 2151  2452.354  0.013
 2152  2453.383  0.013
 2153  2454.414  0.013
 2154  2455.445  0.013
 2155  2456.477  0.012
 2156  2457.510  0.011
 2157  2458.544  0.010
 2158  2459.578  0.009
 2159  2460.614  0.010
 2160  2461.650  0.009
 2161  2462.687  0.009
 2162  2463.725  0.009
 2163  2464.764  0.010
 2164  2465.804  0.010
 2165  2466.844  0.011
 2166  2467.886  0.011
 2167  2468.928  0.013
 2168  2469.971  0.015
 2169  2471.015  0.013
 2170  2472.060  0.013
 2171  2473.106  0.012
 2172  2474.153  0.012
 2173  2475.200  0.012
 2174  2476.249  0.011
 2175  2477.298  0.010
 2176  2478.348  0.010
 2177  2479.399  0.009
 2178  2480.451  0.008
 2179  2481.503  0.008
 2180  2482.557  0.008
 2181  2483.611  0.008
 2182  2484.667  0.007
 2183  2485.723  0.007
 2184  2486.780  0.007
 2185  2487.838  0.006
 2186  2488.896  0.006
 2187  2489.956  0.006
 2188  2491.017  0.006
 2189  2492.078  0.006
 2190  2493.141  0.006
 2191  2494.204  0.007
 2192  2495.268  0.007
 2193  2496.333  0.008
 2194  2497.399  0.009
 2195  2498.465  0.009
 2196  2499.533  0.008
 2197  2500.602  0.008
 2198  2501.671  0.007
 2199  2502.741  0.007
 2200  2503.812  0.008
 2201  2504.884  0.008
 2202  2505.957  0.008
 2203  2507.031  0.008
 2204  2508.106  0.008
 2205  2509.182  0.008
 2206  2510.258  0.009
 2207  2511.335  0.008
 2208  2512.414  0.007
 2209  2513.493  0.008
 2210  2514.573  0.009
 2211  2515.654  0.010
 2212  2516.736  0.009
 2213  2517.819  0.007
 2214  2518.903  0.008
 2215  2519.987  0.007
 2216  2521.073  0.007
 2217  2522.159  0.007
 2218  2523.247  0.007
 2219  2524.335  0.006
 2220  2525.424  0.004
 2221  2526.514  0.003
 2222  2527.605  0.004
 2223  2528.697  0.004
 2224  2529.790  0.005
 2225  2530.883  0.005
 2226  2531.978  0.005
 2227  2533.073  0.003
 2228  2534.170  0.003
 2229  2535.267  0.005
 2230  2536.366  0.004
 2231  2537.465  0.005
 2232  2538.565  0.010
 2233  2539.666  0.011
 2234  2540.768  0.009
 2235  2541.871  0.010
 2236  2542.975  0.010
 2237  2544.080  0.011
 2238  2545.185  0.014
 2239  2546.292  0.015
 2240  2547.399  0.014
 2241  2548.508  0.012
 2242  2549.617  0.014
 2243  2550.728  0.018
 2244  2551.839  0.020
 2245  2552.951  0.022
 2246  2554.064  0.023
 2247  2555.178  0.021
 2248  2556.293  0.021
