% RMS fitting errors for the 48 training profiles at 6 angles.
% September 2002 "m135f" AIRS-RTA
%
% These errors are the root mean square difference in the BT
% (brightness temperature) computed using the regression
% training data (convolved layer-to-space transmittances),
% and BT computed using the fast model.  For these calculations
% we used surface emissivity=unity and reflectivity=zero.
%
%  ID    freq     RMS
%----  --------  -----
 1168  1087.401  0.009
 1169  1087.904  0.014
 1170  1088.408  0.011
 1171  1088.912  0.006
 1172  1089.416  0.007
 1173  1089.921  0.009
 1174  1090.426  0.015
 1175  1090.931  0.028
 1176  1091.437  0.028
 1177  1091.944  0.017
 1178  1092.451  0.008
 1179  1092.958  0.006
 1180  1093.466  0.006
 1181  1093.974  0.006
 1182  1094.483  0.008
 1183  1094.992  0.008
 1184  1095.501  0.006
 1185  1096.011  0.005
 1186  1096.522  0.005
 1187  1097.033  0.005
 1188  1097.544  0.005
 1189  1098.056  0.006
 1190  1098.568  0.007
 1191  1099.081  0.024
 1192  1099.594  0.026
 1193  1100.108  0.027
 1194  1100.622  0.012
 1195  1101.136  0.039
 1196  1101.651  0.065
 1197  1102.167  0.020
 1198  1102.683  0.005
 1199  1103.199  0.005
 1200  1103.716  0.006
 1201  1104.233  0.006
 1202  1104.751  0.005
 1203  1105.269  0.007
 1204  1105.788  0.011
 1205  1106.307  0.023
 1206  1106.826  0.023
 1207  1107.346  0.032
 1208  1107.867  0.009
 1209  1108.388  0.007
 1210  1108.909  0.006
 1211  1109.431  0.006
 1212  1109.953  0.006
 1213  1110.476  0.008
 1214  1110.999  0.033
 1215  1111.523  0.029
 1216  1112.047  0.025
 1217  1112.571  0.009
 1218  1113.096  0.010
 1219  1113.622  0.009
 1220  1114.148  0.007
 1221  1114.674  0.010
 1222  1115.201  0.013
 1223  1115.729  0.008
 1224  1116.257  0.007
 1225  1116.785  0.015
 1226  1117.314  0.020
 1227  1117.843  0.019
 1228  1118.373  0.011
 1229  1118.903  0.014
 1230  1119.433  0.015
 1231  1119.965  0.011
 1232  1120.496  0.070
 1233  1121.028  0.072
 1234  1121.561  0.045
 1235  1122.094  0.021
 1236  1122.627  0.017
 1237  1123.161  0.008
 1238  1123.696  0.013
 1239  1124.231  0.016
 1240  1124.766  0.010
 1241  1125.302  0.012
 1242  1125.839  0.016
 1243  1126.375  0.011
 1244  1126.913  0.010
 1245  1127.450  0.014
 1246  1127.989  0.012
 1247  1128.527  0.010
 1248  1129.067  0.012
 1249  1129.606  0.010
 1250  1130.147  0.010
 1251  1130.687  0.010
 1252  1131.228  0.009
 1253  1131.770  0.010
 1254  1132.312  0.012
 1255  1132.855  0.011
 1256  1133.398  0.011
 1257  1133.942  0.013
 1258  1134.486  0.016
 1259  1135.030  0.035
 1260  1135.575  0.037
 1261  1136.121  0.032
 1262  1136.667  0.034
 1263  1216.974  0.010
 1264  1217.481  0.017
 1265  1217.988  0.024
 1266  1218.496  0.028
 1267  1219.004  0.025
 1268  1219.513  0.035
 1269  1220.022  0.040
 1270  1220.531  0.031
 1271  1221.041  0.028
 1272  1221.552  0.042
 1273  1222.062  0.046
 1274  1222.574  0.037
 1275  1223.085  0.027
 1276  1223.597  0.026
 1277  1224.110  0.025
 1278  1224.623  0.026
 1279  1225.136  0.025
 1280  1225.650  0.031
 1281  1226.164  0.035
 1282  1226.679  0.023
 1283  1227.194  0.019
 1284  1227.709  0.006
 1285  1228.225  0.015
 1286  1228.742  0.034
 1287  1229.258  0.050
 1288  1229.776  0.039
 1289  1230.293  0.033
 1290  1230.811  0.020
 1291  1231.330  0.004
 1292  1231.849  0.004
 1293  1232.368  0.006
 1294  1232.888  0.016
 1295  1233.408  0.033
 1296  1233.929  0.020
 1297  1234.450  0.004
 1298  1234.971  0.005
 1299  1235.493  0.052
 1300  1236.016  0.047
 1301  1236.538  0.039
 1302  1237.062  0.065
 1303  1237.585  0.053
 1304  1238.110  0.024
 1305  1238.634  0.033
 1306  1239.159  0.035
 1307  1239.685  0.017
 1308  1240.211  0.019
 1309  1240.737  0.028
 1310  1241.264  0.026
 1311  1241.791  0.032
 1312  1242.319  0.034
 1313  1242.847  0.031
 1314  1243.375  0.035
 1315  1243.904  0.063
 1316  1244.434  0.059
 1317  1244.964  0.064
 1318  1245.494  0.034
 1319  1246.025  0.029
 1320  1246.556  0.023
 1321  1247.088  0.025
 1322  1247.620  0.040
 1323  1248.152  0.041
 1324  1248.685  0.017
 1325  1249.219  0.031
 1326  1249.753  0.033
 1327  1250.287  0.023
 1328  1250.822  0.017
 1329  1251.357  0.014
 1330  1251.893  0.016
 1331  1252.429  0.016
 1332  1252.965  0.028
 1333  1253.503  0.044
 1334  1254.040  0.031
 1335  1254.578  0.021
 1336  1255.116  0.025
 1337  1255.655  0.015
 1338  1256.195  0.018
 1339  1256.734  0.028
 1340  1257.275  0.014
 1341  1257.815  0.017
 1342  1258.357  0.021
 1343  1258.898  0.039
 1344  1259.440  0.051
 1345  1259.983  0.201
 1346  1260.526  0.153
 1347  1261.069  0.031
 1348  1261.613  0.024
 1349  1262.157  0.028
 1350  1262.702  0.023
 1351  1263.247  0.029
 1352  1263.793  0.023
 1353  1264.339  0.026
 1354  1264.886  0.057
 1355  1265.433  0.050
 1356  1265.981  0.039
 1357  1266.529  0.026
 1358  1267.077  0.033
 1359  1267.626  0.085
 1360  1268.176  0.032
 1361  1268.726  0.026
 1362  1269.276  0.056
 1363  1269.827  0.059
 1364  1270.378  0.096
 1365  1270.930  0.043
 1366  1271.482  0.085
 1367  1272.035  0.124
 1368  1272.588  0.019
 1369  1284.348  0.023
 1370  1284.911  0.018
 1371  1285.475  0.009
 1372  1286.039  0.032
 1373  1286.604  0.043
 1374  1287.169  0.069
 1375  1287.735  0.090
 1376  1288.301  0.074
 1377  1288.868  0.110
 1378  1289.435  0.041
 1379  1290.003  0.040
 1380  1290.571  0.040
 1381  1291.140  0.026
 1382  1291.709  0.017
 1383  1292.278  0.028
 1384  1292.848  0.031
 1385  1293.419  0.022
 1386  1293.990  0.033
 1387  1294.561  0.036
 1388  1295.133  0.026
 1389  1295.706  0.023
 1390  1296.279  0.058
 1391  1296.853  0.147
 1392  1297.427  0.074
 1393  1298.001  0.027
 1394  1298.576  0.024
 1395  1299.151  0.021
 1396  1299.727  0.037
 1397  1300.304  0.034
 1398  1300.881  0.023
 1399  1301.458  0.035
 1400  1302.036  0.026
 1401  1302.615  0.026
 1402  1303.194  0.034
 1403  1303.773  0.030
 1404  1304.353  0.029
 1405  1304.934  0.030
 1406  1305.515  0.043
 1407  1306.096  0.068
 1408  1306.678  0.030
 1409  1307.260  0.038
 1410  1307.843  0.070
 1411  1308.427  0.043
 1412  1309.011  0.023
 1413  1309.595  0.013
 1414  1310.180  0.013
 1415  1310.766  0.023
 1416  1311.352  0.039
 1417  1311.938  0.129
 1418  1312.525  0.057
 1419  1313.113  0.037
 1420  1313.701  0.038
 1421  1314.289  0.023
 1422  1314.878  0.030
 1423  1315.468  0.015
 1424  1316.058  0.035
 1425  1316.648  0.097
 1426  1317.239  0.094
 1427  1317.831  0.026
 1428  1318.423  0.058
 1429  1319.016  0.058
 1430  1319.609  0.029
 1431  1320.202  0.030
 1432  1320.797  0.024
 1433  1321.391  0.046
 1434  1321.986  0.055
 1435  1322.582  0.044
 1436  1323.178  0.031
 1437  1323.775  0.022
 1438  1324.372  0.015
 1439  1324.970  0.010
 1440  1325.568  0.011
 1441  1326.167  0.019
 1442  1326.766  0.078
 1443  1327.366  0.094
 1444  1327.967  0.050
 1445  1328.568  0.020
 1446  1329.169  0.018
 1447  1329.771  0.023
 1448  1330.373  0.022
 1449  1330.976  0.013
 1450  1331.580  0.043
 1451  1332.184  0.099
 1452  1332.788  0.080
 1453  1333.393  0.037
 1454  1333.999  0.008
 1455  1334.605  0.009
 1456  1335.212  0.014
 1457  1335.819  0.037
 1458  1336.427  0.126
 1459  1337.035  0.070
 1460  1337.644  0.088
 1461  1338.253  0.118
 1462  1338.863  0.040
 1463  1338.161  0.132
 1464  1338.669  0.045
 1465  1339.178  0.034
 1466  1339.687  0.032
 1467  1340.196  0.047
 1468  1340.706  0.078
 1469  1341.216  0.099
 1470  1341.727  0.064
 1471  1342.238  0.041
 1472  1342.749  0.044
 1473  1343.261  0.029
 1474  1343.773  0.012
 1475  1344.286  0.014
 1476  1344.799  0.007
 1477  1345.312  0.009
 1478  1345.826  0.020
 1479  1346.340  0.055
 1480  1346.855  0.048
 1481  1347.370  0.024
 1482  1347.886  0.028
 1483  1348.402  0.051
 1484  1348.918  0.051
 1485  1349.435  0.043
 1486  1349.952  0.029
 1487  1350.469  0.048
 1488  1350.987  0.037
 1489  1351.506  0.034
 1490  1352.025  0.032
 1491  1352.544  0.030
 1492  1353.063  0.027
 1493  1353.583  0.024
 1494  1354.104  0.017
 1495  1354.625  0.039
 1496  1355.146  0.135
 1497  1355.668  0.053
 1498  1356.190  0.031
 1499  1356.713  0.027
 1500  1357.236  0.013
 1501  1357.759  0.063
 1502  1358.283  0.042
 1503  1358.807  0.014
 1504  1359.332  0.017
 1505  1359.857  0.037
 1506  1360.383  0.052
 1507  1360.909  0.046
 1508  1361.435  0.085
 1509  1361.962  0.021
 1510  1362.489  0.064
 1511  1363.017  0.120
 1512  1363.545  0.112
 1513  1364.073  0.059
 1514  1364.602  0.031
 1515  1365.131  0.023
 1516  1365.661  0.025
 1517  1366.192  0.031
 1518  1366.722  0.027
 1519  1367.253  0.007
 1520  1367.785  0.065
 1521  1368.317  0.129
 1522  1368.849  0.113
 1523  1369.382  0.026
 1524  1369.915  0.021
 1525  1370.449  0.020
 1526  1370.983  0.021
 1527  1371.517  0.006
 1528  1372.052  0.012
 1529  1372.588  0.026
 1530  1373.123  0.032
 1531  1373.660  0.057
 1532  1374.196  0.045
 1533  1374.733  0.043
 1534  1375.271  0.054
 1535  1375.809  0.045
 1536  1376.347  0.007
 1537  1376.886  0.008
 1538  1377.425  0.016
 1539  1377.965  0.035
 1540  1378.505  0.027
 1541  1379.046  0.015
 1542  1379.587  0.022
 1543  1380.128  0.020
 1544  1380.670  0.016
 1545  1381.213  0.011
 1546  1381.756  0.011
 1547  1382.299  0.009
 1548  1382.843  0.016
 1549  1383.387  0.014
 1550  1383.931  0.005
 1551  1384.476  0.006
 1552  1385.022  0.008
 1553  1385.568  0.009
 1554  1386.114  0.034
 1555  1386.661  0.035
 1556  1387.208  0.051
 1557  1387.756  0.054
 1558  1388.304  0.018
 1559  1388.852  0.006
 1560  1389.401  0.006
 1561  1389.951  0.007
 1562  1390.501  0.011
 1563  1391.051  0.012
 1564  1391.602  0.007
 1565  1392.153  0.006
 1566  1392.705  0.008
 1567  1393.257  0.009
 1568  1393.810  0.025
 1569  1394.363  0.051
 1570  1394.916  0.041
 1571  1395.470  0.039
 1572  1396.025  0.048
 1573  1396.579  0.012
 1574  1397.135  0.014
 1575  1397.691  0.030
 1576  1398.247  0.020
 1577  1398.803  0.052
 1578  1399.361  0.058
 1579  1399.918  0.024
 1580  1400.476  0.006
 1581  1401.035  0.004
 1582  1401.594  0.004
 1583  1402.153  0.004
 1584  1402.713  0.005
 1585  1403.273  0.006
 1586  1403.834  0.008
 1587  1404.396  0.034
 1588  1404.957  0.058
 1589  1405.519  0.041
 1590  1406.082  0.008
 1591  1406.645  0.005
 1592  1407.209  0.005
 1593  1407.773  0.005
 1594  1408.337  0.006
 1595  1408.902  0.006
 1596  1409.468  0.013
 1597  1410.034  0.019
 1598  1410.600  0.010
 1599  1411.167  0.018
 1600  1411.734  0.029
 1601  1412.302  0.028
 1602  1412.870  0.005
 1603  1413.439  0.004
 1604  1414.008  0.004
 1605  1414.578  0.005
 1606  1415.148  0.005
 1607  1415.718  0.023
 1608  1416.289  0.025
 1609  1416.861  0.030
 1610  1417.433  0.040
 1611  1418.005  0.022
 1612  1418.578  0.054
 1613  1419.151  0.071
 1614  1419.725  0.077
 1615  1420.300  0.020
 1616  1420.875  0.008
 1617  1421.450  0.005
 1618  1422.026  0.003
 1619  1422.602  0.003
 1620  1423.178  0.037
 1621  1423.756  0.059
 1622  1424.333  0.055
 1623  1424.911  0.011
 1624  1425.490  0.005
 1625  1426.069  0.005
 1626  1426.649  0.006
 1627  1427.229  0.003
 1628  1427.809  0.009
 1629  1428.390  0.012
 1630  1428.972  0.010
 1631  1429.554  0.050
 1632  1430.136  0.053
 1633  1430.719  0.017
 1634  1431.303  0.004
 1635  1431.887  0.010
 1636  1432.471  0.013
 1637  1433.056  0.030
 1638  1433.641  0.019
 1639  1434.227  0.004
 1640  1434.814  0.006
 1641  1435.400  0.018
 1642  1435.988  0.045
 1643  1436.576  0.082
 1644  1437.164  0.082
 1645  1437.753  0.017
 1646  1438.342  0.007
 1647  1438.932  0.005
 1648  1439.522  0.004
 1649  1440.113  0.005
 1650  1440.704  0.006
 1651  1441.296  0.005
 1652  1441.888  0.004
 1653  1442.481  0.003
 1654  1443.074  0.004
 1655  1460.265  0.005
 1656  1460.873  0.003
 1657  1461.482  0.002
 1658  1462.091  0.002
 1659  1462.701  0.002
 1660  1463.311  0.004
 1661  1463.922  0.013
 1662  1464.533  0.056
 1663  1465.145  0.055
 1664  1465.758  0.019
 1665  1466.371  0.009
 1666  1466.984  0.002
 1667  1467.598  0.002
 1668  1468.212  0.002
 1669  1468.827  0.002
 1670  1469.443  0.002
 1671  1470.059  0.004
 1672  1470.675  0.008
 1673  1471.292  0.043
 1674  1471.910  0.047
 1675  1472.528  0.038
 1676  1473.146  0.036
 1677  1473.765  0.045
 1678  1474.385  0.018
 1679  1475.005  0.007
 1680  1475.625  0.041
 1681  1476.246  0.064
 1682  1476.868  0.050
 1683  1477.490  0.005
 1684  1478.113  0.003
 1685  1478.736  0.002
 1686  1479.360  0.002
 1687  1479.984  0.002
 1688  1480.609  0.021
 1689  1481.234  0.038
 1690  1481.860  0.022
 1691  1482.486  0.003
 1692  1483.113  0.002
 1693  1483.741  0.003
 1694  1484.369  0.003
 1695  1484.997  0.003
 1696  1485.626  0.010
 1697  1486.255  0.015
 1698  1486.885  0.047
 1699  1487.516  0.051
 1700  1488.147  0.020
 1701  1488.779  0.031
 1702  1489.411  0.043
 1703  1490.044  0.037
 1704  1490.677  0.042
 1705  1491.311  0.042
 1706  1491.945  0.005
 1707  1492.580  0.002
 1708  1493.215  0.003
 1709  1493.851  0.002
 1710  1494.487  0.004
 1711  1495.124  0.008
 1712  1495.762  0.049
 1713  1496.400  0.050
 1714  1497.038  0.022
 1715  1497.677  0.006
 1716  1498.317  0.044
 1717  1498.957  0.052
 1718  1499.598  0.021
 1719  1500.239  0.005
 1720  1500.881  0.003
 1721  1501.523  0.018
 1722  1502.166  0.018
 1723  1502.810  0.003
 1724  1503.454  0.003
 1725  1504.098  0.006
 1726  1504.743  0.023
 1727  1505.389  0.049
 1728  1506.035  0.034
 1729  1506.682  0.034
 1730  1507.329  0.042
 1731  1507.977  0.025
 1732  1508.625  0.032
 1733  1509.274  0.034
 1734  1509.923  0.036
 1735  1510.573  0.018
 1736  1511.224  0.008
 1737  1511.875  0.040
 1738  1512.527  0.046
 1739  1513.179  0.012
 1740  1513.832  0.003
 1741  1514.485  0.026
 1742  1515.139  0.029
 1743  1515.793  0.025
 1744  1516.448  0.038
 1745  1517.104  0.040
 1746  1517.760  0.057
 1747  1518.417  0.020
 1748  1519.074  0.004
 1749  1519.732  0.033
 1750  1520.390  0.034
 1751  1521.049  0.043
 1752  1521.708  0.038
 1753  1522.368  0.035
 1754  1523.029  0.042
 1755  1523.690  0.013
 1756  1524.352  0.018
 1757  1525.014  0.042
 1758  1525.677  0.045
 1759  1526.340  0.019
 1760  1527.004  0.033
 1761  1541.096  0.023
 1762  1541.772  0.052
 1763  1542.449  0.055
 1764  1543.126  0.023
 1765  1543.803  0.025
 1766  1544.482  0.025
 1767  1545.161  0.039
 1768  1545.840  0.036
 1769  1546.520  0.005
 1770  1547.200  0.002
 1771  1547.881  0.003
 1772  1548.563  0.004
 1773  1549.245  0.033
 1774  1549.928  0.048
 1775  1550.612  0.035
 1776  1551.296  0.005
 1777  1551.980  0.003
 1778  1552.666  0.003
 1779  1553.351  0.012
 1780  1554.038  0.046
 1781  1554.725  0.043
 1782  1555.412  0.007
 1783  1556.100  0.008
 1784  1556.789  0.028
 1785  1557.479  0.046
 1786  1558.168  0.037
 1787  1558.859  0.035
 1788  1559.550  0.030
 1789  1560.242  0.042
 1790  1560.934  0.037
 1791  1561.627  0.007
 1792  1562.320  0.004
 1793  1563.015  0.002
 1794  1563.709  0.004
 1795  1564.404  0.041
 1796  1565.100  0.046
 1797  1565.797  0.014
 1798  1566.494  0.003
 1799  1567.192  0.003
 1800  1567.890  0.007
 1801  1568.589  0.040
 1802  1569.288  0.043
 1803  1569.988  0.051
 1804  1570.689  0.024
 1805  1571.390  0.005
 1806  1572.092  0.003
 1807  1572.795  0.003
 1808  1573.498  0.005
 1809  1574.201  0.008
 1810  1574.906  0.016
 1811  1575.611  0.051
 1812  1576.316  0.049
 1813  1577.022  0.030
 1814  1577.729  0.012
 1815  1578.437  0.006
 1816  1579.145  0.005
 1817  1579.853  0.004
 1818  1580.562  0.003
 1819  1581.272  0.002
 1820  1581.983  0.002
 1821  1582.694  0.003
 1822  1583.405  0.003
 1823  1584.118  0.002
 1824  1584.831  0.001
 1825  1585.544  0.001
 1826  1586.258  0.001
 1827  1586.973  0.001
 1828  1587.688  0.001
 1829  1588.404  0.001
 1830  1589.121  0.011
 1831  1589.838  0.015
 1832  1590.556  0.008
 1833  1591.275  0.016
 1834  1591.994  0.016
 1835  1592.714  0.003
 1836  1593.434  0.006
 1837  1594.155  0.037
 1838  1594.877  0.035
 1839  1595.599  0.014
 1840  1596.322  0.020
 1841  1597.045  0.009
 1842  1597.770  0.001
 1843  1598.494  0.001
 1844  1599.220  0.001
 1845  1599.946  0.002
 1846  1600.672  0.024
 1847  1601.400  0.029
 1848  1602.128  0.013
 1849  1602.856  0.033
 1850  1603.585  0.036
 1851  1604.315  0.008
 1852  1605.046  0.001
 1853  1605.777  0.004
 1854  1606.509  0.031
 1855  1607.241  0.038
 1856  1607.974  0.019
 1857  1608.708  0.026
 1858  1609.442  0.042
 1859  1610.177  0.028
 1860  1610.913  0.003
 1861  1611.649  0.003
 1862  1612.386  0.003
 1863  1613.124  0.004
 1864  1613.862  0.005
 1865  2181.494  0.099
 1866  2182.400  0.048
 1867  2183.306  0.045
 1868  2184.213  0.027
 1869  2185.121  0.043
 1870  2186.030  0.065
 1871  2186.939  0.092
 1872  2187.850  0.049
 1873  2188.760  0.026
 1874  2189.672  0.037
 1875  2190.584  0.032
 1876  2191.498  0.024
 1877  2192.412  0.064
 1878  2193.326  0.061
 1879  2194.242  0.063
 1880  2195.158  0.024
 1881  2196.075  0.024
 1882  2196.992  0.023
 1883  2197.911  0.016
 1884  2198.830  0.030
 1885  2199.750  0.072
 1886  2200.671  0.059
 1887  2201.592  0.011
 1888  2202.514  0.036
 1889  2203.437  0.016
 1890  2204.361  0.020
 1891  2205.285  0.036
 1892  2206.210  0.018
 1893  2207.136  0.014
 1894  2208.063  0.017
 1895  2208.991  0.022
 1896  2209.919  0.013
 1897  2210.848  0.016
 1898  2211.778  0.075
 1899  2212.708  0.083
 1900  2213.640  0.017
 1901  2214.572  0.010
 1902  2215.505  0.016
 1903  2216.438  0.017
 1904  2217.373  0.011
 1905  2218.308  0.039
 1906  2219.244  0.039
 1907  2220.181  0.013
 1908  2221.118  0.021
 1909  2222.057  0.046
 1910  2222.996  0.024
 1911  2223.936  0.052
 1912  2224.876  0.058
 1913  2225.818  0.028
 1914  2226.760  0.028
 1915  2227.703  0.034
 1916  2228.646  0.022
 1917  2229.591  0.020
 1918  2230.536  0.024
 1919  2231.482  0.021
 1920  2232.429  0.021
 1921  2233.377  0.024
 1922  2234.325  0.022
 1923  2235.275  0.022
 1924  2236.225  0.026
 1925  2237.176  0.025
 1926  2238.127  0.023
 1927  2239.080  0.019
 1928  2240.033  0.019
 1929  2240.987  0.019
 1930  2241.942  0.023
 1931  2242.897  0.039
 1932  2243.854  0.019
 1933  2244.811  0.015
 1934  2245.769  0.015
 1935  2246.727  0.013
 1936  2247.687  0.015
 1937  2248.647  0.018
 1938  2249.608  0.018
 1939  2250.570  0.015
 1940  2251.533  0.014
 1941  2252.497  0.013
 1942  2253.461  0.014
 1943  2254.426  0.015
 1944  2255.392  0.013
 1945  2256.359  0.011
 1946  2257.326  0.011
 1947  2258.295  0.013
 1948  2259.264  0.013
 1949  2260.234  0.014
 1950  2261.205  0.013
 1951  2262.176  0.016
 1952  2263.149  0.020
 1953  2264.122  0.021
 1954  2265.096  0.023
 1955  2266.071  0.024
 1956  2267.047  0.028
 1957  2268.023  0.031
 1958  2269.000  0.032
 1959  2269.979  0.037
 1960  2270.958  0.031
 1961  2271.937  0.032
 1962  2272.918  0.038
 1963  2273.899  0.039
 1964  2274.882  0.038
 1965  2275.865  0.040
 1966  2276.848  0.042
 1967  2277.833  0.039
 1968  2278.819  0.041
 1969  2279.805  0.040
 1970  2280.792  0.042
 1971  2281.780  0.048
 1972  2282.769  0.050
 1973  2283.759  0.050
 1974  2284.749  0.047
 1975  2285.741  0.044
 1976  2286.733  0.043
 1977  2287.726  0.043
 1978  2288.720  0.045
 1979  2289.714  0.045
 1980  2290.710  0.044
 1981  2291.706  0.045
 1982  2292.703  0.043
 1983  2293.701  0.041
 1984  2294.700  0.041
 1985  2295.700  0.040
 1986  2296.701  0.039
 1987  2297.702  0.037
 1988  2298.704  0.038
 1989  2299.707  0.036
 1990  2300.711  0.034
 1991  2301.716  0.034
 1992  2302.722  0.033
 1993  2303.728  0.033
 1994  2304.735  0.032
 1995  2305.744  0.030
 1996  2306.753  0.029
 1997  2307.762  0.031
 1998  2308.773  0.030
 1999  2309.785  0.029
 2000  2310.797  0.029
 2001  2311.811  0.029
 2002  2312.825  0.029
 2003  2313.840  0.029
 2004  2314.856  0.026
 2005  2315.872  0.023
 2006  2316.890  0.022
 2007  2317.908  0.021
 2008  2318.928  0.020
 2009  2319.948  0.019
 2010  2320.969  0.017
 2011  2321.991  0.016
 2012  2323.014  0.021
 2013  2324.037  0.022
 2014  2325.062  0.016
 2015  2299.798  0.036
 2016  2300.703  0.034
 2017  2301.608  0.035
 2018  2302.514  0.033
 2019  2303.421  0.034
 2020  2304.329  0.032
 2021  2305.237  0.031
 2022  2306.146  0.030
 2023  2307.056  0.030
 2024  2307.966  0.031
 2025  2308.877  0.030
 2026  2309.789  0.029
 2027  2310.702  0.029
 2028  2311.615  0.030
 2029  2312.530  0.028
 2030  2313.445  0.029
 2031  2314.361  0.028
 2032  2315.277  0.024
 2033  2316.194  0.024
 2034  2317.112  0.021
 2035  2318.031  0.021
 2036  2318.950  0.020
 2037  2319.871  0.020
 2038  2320.792  0.017
 2039  2321.713  0.016
 2040  2322.636  0.017
 2041  2323.559  0.023
 2042  2324.483  0.020
 2043  2325.408  0.013
 2044  2326.333  0.011
 2045  2327.260  0.012
 2046  2328.187  0.012
 2047  2329.114  0.011
 2048  2330.043  0.013
 2049  2330.972  0.013
 2050  2331.902  0.012
 2051  2332.833  0.012
 2052  2333.765  0.014
 2053  2334.697  0.017
 2054  2335.630  0.023
 2055  2336.564  0.023
 2056  2337.499  0.016
 2057  2338.434  0.014
 2058  2339.370  0.014
 2059  2340.307  0.014
 2060  2341.245  0.015
 2061  2342.183  0.016
 2062  2343.123  0.015
 2063  2344.063  0.012
 2064  2345.003  0.013
 2065  2345.945  0.012
 2066  2346.887  0.014
 2067  2347.831  0.019
 2068  2348.774  0.022
 2069  2349.719  0.017
 2070  2350.665  0.014
 2071  2351.611  0.013
 2072  2352.558  0.010
 2073  2353.506  0.010
 2074  2354.454  0.010
 2075  2355.404  0.012
 2076  2356.354  0.012
 2077  2357.305  0.012
 2078  2358.257  0.010
 2079  2359.209  0.010
 2080  2360.162  0.009
 2081  2361.116  0.008
 2082  2362.071  0.008
 2083  2363.027  0.008
 2084  2363.983  0.009
 2085  2364.941  0.009
 2086  2365.899  0.009
 2087  2366.857  0.010
 2088  2367.817  0.010
 2089  2368.778  0.012
 2090  2369.739  0.015
 2091  2370.701  0.015
 2092  2371.664  0.017
 2093  2372.627  0.019
 2094  2373.592  0.017
 2095  2374.557  0.015
 2096  2375.523  0.015
 2097  2376.490  0.018
 2098  2377.457  0.023
 2099  2378.426  0.027
 2100  2379.395  0.032
 2101  2380.365  0.040
 2102  2381.335  0.043
 2103  2382.307  0.045
 2104  2383.280  0.047
 2105  2384.253  0.047
 2106  2385.227  0.046
 2107  2386.202  0.047
 2108  2387.177  0.046
 2109  2388.154  0.044
 2110  2389.131  0.043
 2111  2390.109  0.050
 2112  2391.088  0.050
 2113  2392.068  0.033
 2114  2393.048  0.014
 2115  2394.030  0.005
 2116  2395.012  0.003
 2117  2395.995  0.003
 2118  2396.979  0.004
 2119  2397.963  0.004
 2120  2398.949  0.004
 2121  2399.935  0.004
 2122  2400.922  0.005
 2123  2401.910  0.004
 2124  2402.899  0.004
 2125  2403.888  0.004
 2126  2404.879  0.004
 2127  2405.870  0.004
 2128  2406.862  0.004
 2129  2407.855  0.003
 2130  2408.849  0.003
 2131  2409.843  0.003
 2132  2410.839  0.004
 2133  2411.835  0.004
 2134  2412.832  0.004
 2135  2413.830  0.004
 2136  2414.828  0.003
 2137  2415.828  0.003
 2138  2416.828  0.003
 2139  2417.830  0.003
 2140  2418.832  0.003
 2141  2419.834  0.003
 2142  2420.838  0.002
 2143  2421.843  0.002
 2144  2422.848  0.002
 2145  2446.194  0.002
 2146  2447.219  0.002
 2147  2448.244  0.002
 2148  2449.270  0.002
 2149  2450.297  0.002
 2150  2451.325  0.002
 2151  2452.354  0.002
 2152  2453.383  0.002
 2153  2454.414  0.002
 2154  2455.445  0.002
 2155  2456.477  0.002
 2156  2457.510  0.002
 2157  2458.544  0.001
 2158  2459.578  0.001
 2159  2460.614  0.001
 2160  2461.650  0.001
 2161  2462.687  0.001
 2162  2463.725  0.001
 2163  2464.764  0.001
 2164  2465.804  0.002
 2165  2466.844  0.002
 2166  2467.886  0.002
 2167  2468.928  0.003
 2168  2469.971  0.003
 2169  2471.015  0.003
 2170  2472.060  0.003
 2171  2473.106  0.002
 2172  2474.153  0.002
 2173  2475.200  0.002
 2174  2476.249  0.002
 2175  2477.298  0.002
 2176  2478.348  0.002
 2177  2479.399  0.002
 2178  2480.451  0.002
 2179  2481.503  0.001
 2180  2482.557  0.001
 2181  2483.611  0.002
 2182  2484.667  0.002
 2183  2485.723  0.002
 2184  2486.780  0.001
 2185  2487.838  0.001
 2186  2488.896  0.002
 2187  2489.956  0.001
 2188  2491.017  0.001
 2189  2492.078  0.001
 2190  2493.141  0.001
 2191  2494.204  0.001
 2192  2495.268  0.001
 2193  2496.333  0.001
 2194  2497.399  0.001
 2195  2498.465  0.001
 2196  2499.533  0.001
 2197  2500.602  0.001
 2198  2501.671  0.001
 2199  2502.741  0.001
 2200  2503.812  0.001
 2201  2504.884  0.001
 2202  2505.957  0.001
 2203  2507.031  0.001
 2204  2508.106  0.001
 2205  2509.182  0.001
 2206  2510.258  0.001
 2207  2511.335  0.001
 2208  2512.414  0.001
 2209  2513.493  0.001
 2210  2514.573  0.001
 2211  2515.654  0.001
 2212  2516.736  0.001
 2213  2517.819  0.001
 2214  2518.903  0.001
 2215  2519.987  0.001
 2216  2521.073  0.001
 2217  2522.159  0.002
 2218  2523.247  0.002
 2219  2524.335  0.002
 2220  2525.424  0.003
 2221  2526.514  0.003
 2222  2527.605  0.003
 2223  2528.697  0.004
 2224  2529.790  0.004
 2225  2530.883  0.004
 2226  2531.978  0.005
 2227  2533.073  0.005
 2228  2534.170  0.005
 2229  2535.267  0.006
 2230  2536.366  0.006
 2231  2537.465  0.005
